NumerRSPO;Typ;Nazwa;Ulica;numerBudynku;numerLokalu;kodPocztowy;miejscowosc;kodterytorialnyUlica;kodterytorialnyMiejscowosc;kodterytorialnyGmina;Telefon;Faks;E-mail;stronaWww;wojewodztwo;powiat;gmina;REGON;NIP;publicznoscStatus;Kategoriauczniów;Specyfikaplacówki;Dyrektor;organProwadzący;TypOrganuProwadzącego;WojewództwoOrganuProwadzącego;PowiatOrganuProwadzącego;GminaOrganuProwadzącego;DataZałożenia;DataLikwidacji
104741;SM1;SZKOŁA MUZYCZNA I STOPNIA;pl. Jana Pawła II;9;;62-800;Kalisz;07122;0936569;3061011;627571686;627664424;psm@um.kalisz.pl;www.psm.kalisz.pl;WIELKOPOLSKIE;Kalisz;Kalisz - gmina miejska;300037560;6181632734;publiczna;Bez kategorii;brak specyfiki;;MIASTO KALISZ;Miasto na prawach powiatu;WIELKOPOLSKIE;Kalisz;Kalisz;1975-12-15;
105197;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W SUWAŁKACH FILIA W PUŃSKU;ul. 11 Marca;16;;16-515;Puńsk;12249;0766251;2009042;875161013;221324354;;;PODLASKIE;sejneński;Puńsk - gmina wiejska;00028052500036;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1996-09-01;
105198;SM1;SPOŁECZNA SZKOŁA MUZYCZNA I ST. IM. WŁADYSŁAWA SZPILMANA W ŁODZI;ul. Wileńska;22a;;94-029;Łódź-Polesie;24289;0958269;1061049;606-311-185;;bweber-wilczynska@wp.pl;;ŁÓDZKIE;Łódź;Łódź-Polesie - delegatura;101522230;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Barbara Weber-Wilczyńska;STOWARZYSZENIE CENTRUM WSPIERANIA ROZWOJU ARTYSTYCZNEGO MAESTRIA;Stowarzyszenia;ŁÓDZKIE;Łódź;Łódź-Śródmieście;2010-08-23;
106181;SM1;PRYWATNA SZKOŁA MUZYCZNA I ST. IM. M. KARŁOWICZA W WARSZAWIE;skwer ks. kard. Stefana Wyszyńskiego;3;;01-015;Wola;25113;0919884;1465188;228383853;;;;MAZOWIECKIE;Warszawa;Wola - dzielnica;146471806;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Zygmunt Cegiełka;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1996-05-14;
106187;SM1;NIEPAŃSTWOWA SZKOŁA MUZYCZNA I ST. W SOKOŁOWIE MAŁOPOLSKIM;ul. Lubelska;41;;36-050;Sokołów Małopolski;11307;0974966;1816114;604888795;;szkola.organistowska@diecezja.krakow.pl;;PODKARPACKIE;rzeszowski;Sokołów Małopolski - miasto;180930624;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1998-03-09;
106197;SM1;PRYWATNA SZKOŁA MUZYCZNA I ST. W PARCZEWIE;ul. Kościelna;96;;21-200;Parczew;09546;0922254;0613044;510-209-839;;;;LUBELSKIE;parczewski;Parczew - miasto;061507852;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Piotr Gierulski;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2005-10-26;
106199;SM1;SZKOŁA MUZYCZNA I ST. TOWARZYSTWA OŚWIATOWEGO EDUKACJA W ŁODZI;ul. Inżynierska;2/4;;93-569;Łódź-Polesie;06923;0958269;1061049;426368153;;;;ŁÓDZKIE;Łódź;Łódź-Polesie - delegatura;101531481;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Hubert Stopnicki;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1996-07-25;
106207;SM1;NIEPUBLICZNA INNOWACYJNA SZKOŁA MUZYCZNA I ST. INSTYTUT SUZUKI W GDAŃSKU;ul. Junony;92;;80-299;Gdańsk;26719;0933016;2261011;;;annapodhajska@instytutsuzuki.pl;instytutsuzuki.pl;POMORSKIE;Gdańsk;Gdańsk - gmina miejska;221809532;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Anna Podhajska;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2011-08-16;
106268;SM1;NIEPAŃSTOWA SZKOŁA MUZYCZNA I ST. W PRUCHNIKU;ul. Szkolna;12;;37-560;Pruchnik;21970;0608316;1804074;604888795;;;;PODKARPACKIE;jarosławski;Pruchnik - miasto;180931457;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2007-07-11;
106282;SM1;PRYWATNA SZKOŁA MUZYCZNA I ST. W BIAŁYMSTOKU;ul. Pogodna;12;;15-354;Białystok;16900;0922410;2061011;602-529-193;;;;PODLASKIE;Białystok;Białystok - gmina miejska;200755471;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2008-07-25;
106407;SM1;PRYWATNA SZKOŁA MUZYCZNA I ST. W BIAŁEJ PODLASKIEJ;ul. Krótka;3;;21-500;Biała Podlaska;10009;0922018;0661011;833425808;;;;LUBELSKIE;Biała Podlaska;Biała Podlaska - gmina miejska;061508432;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1998-05-12;
106411;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. IM. ROMANA PADLEWSKIEGO W WARSZAWIE;ul. Chocimska;5;;00-791;Mokotów;02790;0918130;1465058;501-031-27;;;;MAZOWIECKIE;Warszawa;Mokotów - dzielnica;146472384;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Mirosława Ratajczak;FUNDACJA CHOCIMSKA;Fundacje;MAZOWIECKIE;Warszawa;Mokotów;2011-07-04;
106560;SM1;PRYWATNA SZKOŁA MUZYCZNA I ST. IM. HENRYKA WIENIAWSKIEGO W KARCZEWIE;ul. Bohaterów Westerplatte;55;;05-480;Karczew;01681;0920500;1417044;501-063-826;;;;MAZOWIECKIE;otwocki;Karczew - miasto;146475164;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Konrad Kadlec;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2000-09-26;
107223;SM1;GDAŃSKA SPOŁECZNA SZKOŁA MUZYCZNA I ST. W GDAŃSKU;ul. Piecewska;2a;;80-288;Gdańsk;16076;0933016;2261011;605-227-994;;;;POMORSKIE;Gdańsk;Gdańsk - gmina miejska;221815372;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Anna Gładysz-Niemcow;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1992-12-15;
107681;SM1;SZKOŁA MUZYCZNA I STOPNIA CYKL 6-LETNI;ul. Gabriela Narutowicza;32a;;20-016;Lublin;14018;0954700;0663011;81-7462234;81-7462234;poczta@smts.lublin.eu;;LUBELSKIE;Lublin;Lublin - gmina miejska;061513114;9461829617;publiczna;Bez kategorii;brak specyfiki;;GMINA LUBLIN;Miasto na prawach powiatu;LUBELSKIE;Lublin;Lublin;1976-09-01;
107682;SM1;SZKOŁA MUZYCZNA I STOPNIA CYKL 4 - LETNI;ul. Gabriela Narutowicza;32a;;20-016;Lublin;14018;0954700;0663011;81-7462234;81-7462234;poczta@smts.lublin.pl;;LUBELSKIE;Lublin;Lublin - gmina miejska;061513120;9461829617;publiczna;Bez kategorii;brak specyfiki;;GMINA LUBLIN;Miasto na prawach powiatu;LUBELSKIE;Lublin;Lublin;1976-09-01;
109267;SM1;SZKOŁA MUZYCZNA I ST. IM. PAWŁA ŚWIĘTEGO W RYDUŁTOWACH;ul. Osiedle Karola;22;;44-280;Rydułtowy;43913;0943121;2415031;32457-85-30;;;;ŚLĄSKIE;wodzisławski;Rydułtowy - gmina miejska;243177552;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Anna Urbańczyk;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1999-02-19;
109268;SM1;NIEPUBLICZNA SZKOŁA ARTYSTYCZNA ARS NOWA SZKOŁA MUZYCZNA I ST. W OPOLU;ul. Strzelców Bytomskich;18;;46-084;Opole;21365;0965016;1661011;774537564;;;;OPOLSKIE;Opole;Opole - gmina miejska;161509351;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Barbara Malinowska;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1999-05-10;
109270;SM1;SZKOŁA MUZYCZNA I ST. W GDAŃSKU;ul. Emilii Hoene;6;;80-041;Gdańsk;06683;0933016;2261011;660-266-051;;;;POMORSKIE;Gdańsk;Gdańsk - gmina miejska;221825040;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Alicja Kozłowska-Lewna;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1999-08-17;
109273;SM1;PRYWATNA SZKOŁA MUZYCZNA I ST. ANIMATO W SZCZECINIE;ul. Emilii Plater;20;;71-632;Szczecin;16451;0977976;3262011;91422-00-11;;;;ZACHODNIOPOMORSKIE;Szczecin;Szczecin - gmina miejska;321334764;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Władysław Zdrojewski;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2000-07-12;
109371;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. MUZYCZNY PROMYK W SZCZECINIE;ul. Teofila Starzyńskiego;3-4;;70-506;Szczecin;21048;0977976;3262011;914341591;;ps@promyk.szczecin.pl;muzycznypromyk.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;Szczecin - gmina miejska;321335338;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Małgorzata Wieland;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2011-10-05;
109706;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. IGNACEGO JANA PADEREWSKIEGO W CHOSZCZNIE;ul. Mur Południowy;7;;73-200;Choszczno;13484;0935280;3202024;957667015;957667015;psmchoszczno@op.pl;www.psm.choszczno.pl;ZACHODNIOPOMORSKIE;choszczeński;Choszczno - miasto;210528247;;publiczna;Bez kategorii;brak specyfiki;Włodzimierz Kubacki;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1992-08-10;
109712;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. KS. DR JÓZEFA SURZYŃSKIEGO W KOŚCIANIE;ul. Karola Kurpińskiego;3;;64-000;Kościan;10465;0954484;3011011;655122498;655119661;psm_koscian@wp.pl;www.psmkoscian.com;WIELKOPOLSKIE;kościański;Kościan - gmina miejska;004104200;;publiczna;Bez kategorii;brak specyfiki;Marian Michałowicz;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1991-06-05;
111174;SM1;SZKOŁA MUZYCZNA I ST. MAESTRO W PIASECZNIE;ul. Aleja Kalin;30;;05-500;Piaseczno;00189;0921438;1418044;602-280-086;;szkolamaestro@op.pl;www.szkolamuzyczna.art.pl;MAZOWIECKIE;piaseczyński;Piaseczno - miasto;146568820;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Andrzej Gozdecki;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2005-05-19;
111175;SM1;SZKOŁA MUZYCZNA I ST. MAESTRO W ZALESIU GÓRNYM;ul. Sarenki;20;;05-540;Zalesie Górne;19528;0006617;1418045;602-280-086;;;www.szkolamuzyczna.art.pl;MAZOWIECKIE;piaseczyński;Piaseczno - obszar wiejski;146568813;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Andrzej Gozdecki;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2005-07-07;
111847;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. FRYDERYKA CHOPINA W OPOLU;ul. Strzelców Bytomskich;18;;45-084;Opole;21365;0965016;1661011;774545215;;sekretariat@psmopole.pl;www.psmopole.pl;OPOLSKIE;Opole;Opole - gmina miejska;161517184;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1950-01-01;
111848;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. JANA SEBASTIANA BACHA W GRAJEWIE FILIA W GONIĄDZU;ul. Konstytucji 3 Maja;18;;19-226;Goniądz;09213;0957360;2008014;857380647;857380647;;;PODLASKIE;moniecki;Goniądz - miasto;00092901000030;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1985-09-01;
111849;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. JANA SEBASTIANA BACHA W GRAJEWIE FILIA W SZCZUCZYNIE;ul. Jana Kilińskiego;23;;19-230;Szczuczyn;08435;0957560;2004054;862725146;862725146;;;PODLASKIE;grajewski;Szczuczyn - miasto;00092901000022;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1988-09-01;
111989;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W ZAKOPANEM FILIA W PORONINIE;ul. Józefa Piłsudskiego;2;;34-520;Poronin;16264;0468810;1217052;182074144;;;;MAŁOPOLSKIE;tatrzański;Poronin - gmina wiejska;12001675500029;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1961-09-01;
112018;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W TCZEWIE FILIA W PELPLINIE;pl. Grunwaldzki;2;;83-130;Pelplin;06262;0934599;2214044;585361654;;;;POMORSKIE;tczewski;Pelplin - miasto;00027809500021;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1972-09-01;
112037;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W NOWYM TARGU FILIA W SZCZAWNICY;ul. Jana Wiktora;8;;34-460;Szczawnica;24251;0963454;1211024;182622521;;;;MAŁOPOLSKIE;nowotarski;Szczawnica - miasto;12001746000023;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1962-09-01;
112040;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W NOWYM SĄCZU FILIA W KRYNICY-ZDRÓJ;ul. Bulwary Dietla;15;;33-380;Krynica-Zdrój;02432;0960390;1210074;184712923;184712923;;;MAŁOPOLSKIE;nowosądecki;Krynica-Zdrój - miasto;12002732200034;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1968-09-01;
112041;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W NOWYM SĄCZU FILIA W SZALOWEJ;;12;;38-322;Szalowa;;0450097;1205062;183523137;183523137;;;MAŁOPOLSKIE;gorlicki;Łużna - gmina wiejska;12002732200027;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1989-09-01;
112042;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W NOWYM TARGU FILIA W RABCE-ZDRÓJ;ul. Jana Pawła II;14;;34-700;Rabka-Zdrój;07123;0962503;1211124;182677537;;;;MAŁOPOLSKIE;nowotarski;Rabka-Zdrój - miasto;12001746000030;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1962-09-01;
112108;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W ŁOMŻY;al. Legionów;36;;18-400;Łomża;10766;0957241;2062011;862150161;;;;PODLASKIE;Łomża;Łomża - gmina miejska;200014208;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1964-09-01;
112133;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W KRAKOWIE FILIA W NIEPOŁOMICACH;ul. Piękna;1;;32-005;Niepołomice;16191;0951675;1219044;122811204;;;;MAŁOPOLSKIE;wielicki;Niepołomice - miasto;12274241900024;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1975-09-01;
112295;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W SŁUPSKU FILIA W SŁAWNIE;ul. Adama Mickiewicza;7;;76-100;Sławno;12740;0977410;3213021;598103415;598103415;;;ZACHODNIOPOMORSKIE;sławieński;Sławno - gmina miejska;22003974700023;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1978-09-01;
113930;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W ŁOMŻY FILIA W KOLNIE;ul. Wojska Polskiego;31;;18-500;Kolno;24628;0957420;2006011;862782491;;;;PODLASKIE;kolneński;Kolno - gmina miejska;00028051900028;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1988-09-01;
113931;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W CIESZYNIE FILIA W WIŚLE;ul. 1 Maja;66;;43-460;Wisła;11926;0927091;2403031;338551307;;;;ŚLĄSKIE;cieszyński;Wisła - gmina miejska;24007572700022;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1993-09-01;
113932;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. FRYDERYKA CHOPINA W OPOLU FILIA W OPOLU;ul. Jana Bytnara Rudego;8;;45-084;Opole;02523;0965016;1661011;774555878;774555878;filia@psmopole.pl;www.filia.psmopole.pl;OPOLSKIE;Opole;Opole - gmina miejska;16151718400026;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1983-09-01;
114163;SM1;SPOŁECZNA SZKOŁA MUZYCZNA I ST. IM. FRYDERYKA CHOPINA W LUBARTOWIE;ul. Lubelska;68;;21-100;Lubartów;11307;0956313;0608011;818543838;818543838;s.muzyczna@wp.pl;www.szkolamuzyczna.lubartow.pl;LUBELSKIE;lubartowski;Lubartów - gmina miejska;061547580;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1999-05-05;
114167;SM1;SZKOŁA MUZYCZNA I ST. ZNP W ŁODZI;ul. Karola Bohdanowicza;4;;93-552;Łódź-Górna;01692;0957985;1061039;42648-52-28;;;;ŁÓDZKIE;Łódź;Łódź-Górna - delegatura;101591997;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Aleksandra Guni;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2000-05-08;
114181;SM1;PRYWATNA SZKOŁA MUZYCZNA I ST. CONCERTINO W GDYNI;ul. Popiela;24;;81-547;Gdynia;17134;0934100;2262011;;;info@concertino.pl;www.concertino.pl;POMORSKIE;Gdynia;Gdynia - gmina miejska;221869681;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Marta Lewandowska;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2002-12-03;
114203;SM1;I NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. ORFEUSZ W GÓRZE KALWARII;;1;;05-530;Góra Kalwaria;;0920321;1418014;502-522-490;;;;MAZOWIECKIE;piaseczyński;Góra Kalwaria - miasto;146646170;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Aleksadra Puacz-Markowska;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2013-04-03;
114205;SM1;SZKOŁA MUZYCZNA I ST. PRZYBOROWSKICH W SZCZECINIE;ul. Lucjana Rydla;6;;07-783;Szczecin;19208;0977976;3262011;91462-77-21;;;;ZACHODNIOPOMORSKIE;Szczecin;Szczecin - gmina miejska;321366020;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Wojciech Przyborowski;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2004-12-16;
114646;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. LA MUSICA W WARSZAWIE;ul. Leśnej Polanki;63;65;03-142;Białołęka;10916;0988796;1465038;;;lamusica-kultura@wp.pl;;MAZOWIECKIE;Warszawa;Białołęka - dzielnica;146681580;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Grzegorz Smolarski;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2013-05-16;
114922;SM1;NIEPUBLICZNA SZKOŁA MUZYKI ROZRYWKOWEJ I ST. W RUDZIE ŚLĄSKIEJ;ul. Ludomira Różyckiego;30;;41-710;Ruda Śląska;19021;0942630;2472011;32450-57-58;;;;ŚLĄSKIE;Ruda Śląska;Ruda Śląska - gmina miejska;243282941;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Leszek Tokarski;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2001-09-19;
115238;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. IRINY JÓZEFOWICZ W WARSZAWIE-FALENICY;ul. Lokalna;33;;04-903;Wawer;11243;0988840;1465148;501-380-601;;;;MAZOWIECKIE;Warszawa;Wawer - dzielnica;146739350;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Irina Józefowicz;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2013-05-13;
115279;SM1;SZKOŁA MUZYCZNA I ST. W WĄBRZEŹNIE;ul. Tysiąclecia;3;;87-200;Wąbrzeźno;23270;0983652;0417011;500-611-505;;;;KUJAWSKO-POMORSKIE;wąbrzeski;Wąbrzeźno - gmina miejska;341447754;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Marcin Mackiewicz;MT GROUP SPÓŁKA Z O.O.;Spółki Handlowe;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;2007-11-15;
115415;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W OLSZTYNIE;ul. Tadeusza Kościuszki;39;;10-503;Olsztyn;09582;0964465;2862011;895272691;;;;WARMIŃSKO-MAZURSKIE;Olsztyn;Olsztyn - gmina miejska;280014380;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1945-09-01;
115424;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W KUTNIE FILIA W ŁĘCZYCY;ul. Kaliska;46;;99-100;Łęczyca;07823;0969250;1004011;247212373;247212373;;;ŁÓDZKIE;łęczycki;Łęczyca - gmina miejska;10002181000029;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1987-10-01;
118561;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W BIAŁYMSTOKU FILIA PRZY UNIWERSYTECIE MUZYCZNYM IM. FRYDERYKA CHOPINA W WARSZAWIE;ul. Podleśna;2;;15-227;Białystok;16799;0922410;2061011;857403882;857421507;filiazsm@muzykbial.pl;muzykbial.pl;PODLASKIE;Białystok;Białystok - gmina miejska;05220689900020;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1994-09-01;
118713;SM1;SZKOŁA MUZYCZNA I STOPNIA W DYNOWIE;ul. Szkolna;11;;36-065;Dynów;21970;0972080;1816011;166521251;;szkolamuzyczna@dynow.pl;www.szkolamuzyczna.dynow.pl;PODKARPACKIE;rzeszowski;Dynów - gmina miejska;181006769;;publiczna;Bez kategorii;brak specyfiki;Jerzy Kołodziej;GMINA MIEJSKA DYNÓW;Gmina;PODKARPACKIE;rzeszowski;Dynów;2013-07-15;
118729;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W PRZEWORSKU;ul. Krakowska;20;;37-200;Przeworsk;09796;0972513;1814011;166487186;;;;PODKARPACKIE;przeworski;Przeworsk - gmina miejska;181007042;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Magdalena Siwa-Kujawa;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2013-07-08;
