urzad;teryt;razem;razemKobiety;wiek;PSL;PiS;PO;SLD;PP;NP;teryt.bis;xteryt;name;areaH;areaKm;popThs;popKm;rankA;rankP;type;bb;center
Wójt Gminy Zakrzewo;303107;3;0;46.33;0;0;0;0;0;3;303107;2;Zakrzewo;16239;162;4974;31;576;1738;gw;53.319176,17.020190 53.479793,17.302257;53.3994845,17.1612235
Burmistrz Miasta i Gminy Lwówek;301502;3;0;52.33;0;0;0;0;0;3;301502;3;Lwówek;18354;184;9165;50;430;949;gmw;52.379134,16.009377 52.514204,16.358889;52.446669,16.184133
Prezydent Miasta Kalisza;306101;8;1;44.50;0;1;1;1;0;5;306101;1;Kalisz;6942;69;101625;1464;1855;38;mm;51.700867,17.995056 51.793859,18.157081;51.747363,18.0760685
Wójt Gminy Niechanowo;300308;2;0;42.50;0;0;0;0;0;2;300308;2;Niechanowo;10556;106;5892;56;1297;1516;gw;52.386082,17.584792 52.512777,17.755072;52.4494295,17.669932
Burmistrz Gminy i Miasta Witkowo;300310;2;0;58.00;0;0;0;0;0;2;300310;3;Witkowo;18460;185;13666;74;426;582;gmw;52.368248,17.670208 52.524102,17.922481;52.446175,17.7963445
Burmistrz Nowego Tomyśla;301504;5;0;50.80;1;0;0;0;0;4;301504;3;Nowy Tomyśl;18645;186;26624;143;413;218;gmw;52.225986,16.022324 52.397619,16.286652;52.3118025,16.154488
Burmistrz Ponieca;300407;2;1;52.50;1;0;0;0;0;1;300407;3;Poniec;13193;132;7765;59;886;1147;gmw;51.693390,16.728865 51.869468,16.970263;51.781429,16.849564
Wójt Gminy Granowo;300501;1;0;57.00;0;0;0;0;0;1;300501;2;Granowo;6687;67;5100;76;1883;1705;gw;52.180613,16.470175 52.284757,16.608207;52.232685,16.539191
Burmistrz Grodziska Wielkopolskiego;300502;2;0;46.00;0;0;0;0;0;2;300502;3;Grodzisk Wielkopolski;13259;133;19928;150;877;342;gmw;52.184895,16.173449 52.287221,16.490352;52.236058,16.3319005
Wójt Gminy Rozdrażew;301205;2;0;37.50;0;0;0;0;0;2;301205;2;Rozdrażew;7920;80;5232;66;1716;1673;gw;51.732241,17.426126 51.838713,17.610223;51.785477,17.5181745
Burmistrz Krotoszyna;301204;3;1;47.67;1;1;0;0;0;1;301204;3;Krotoszyn;25580;256;40593;159;166;123;gmw;51.627006,17.318536 51.803397,17.714464;51.7152015,17.5165
Burmistrz Zdun;301206;2;1;49.00;0;0;0;0;0;2;301206;3;Zduny;8487;85;7505;88;1622;1198;gmw;51.626367,17.222199 51.703554,17.478285;51.6649605,17.350242
Burmistrz Sulmierzyc;301201;2;0;44.50;1;0;0;0;0;1;301201;1;Sulmierzyce;2929;29;2899;99;2170;2200;gm;51.582325,17.455377 51.649957,17.589205;51.616141,17.522291
Wójt Gminy Kościan;301103;1;0;57.00;0;0;0;0;0;1;301103;2;Kościan;20272;202;16059;79;330;465;gw;51.985399,16.522682 52.172342,16.865253;52.0788705,16.6939675
Burmistrz Gminy Czempiń;301102;2;0;38.50;0;0;0;0;0;2;301102;3;Czempiń;14219;142;11476;81;759;740;gmw;52.065626,16.612720 52.215459,16.888664;52.1405425,16.750692
Burmistrz Śmigla;301105;2;1;42.50;0;0;0;0;0;2;301105;3;Śmigiel;18977;190;17750;94;392;410;gmw;51.941004,16.420636 52.095170,16.723103;52.018087,16.5718695
Burmistrz Kobylina;301202;3;1;38.33;0;1;0;0;0;2;301202;3;Kobylin;11210;112;8130;73;1178;1093;gmw;51.675088,17.127235 51.791719,17.373217;51.7334035,17.250226
Burmistrz Miasta i Gminy Koźmin Wielkopolski;301203;2;0;40.50;0;0;0;0;0;2;301203;3;Koźmin Wielkopolski;15242;152;13361;88;653;595;gmw;51.776057,17.291192 51.901148,17.562388;51.8386025,17.42679
Burmistrz Miasta i Gminy Krzywiń;301104;2;0;35.50;0;0;0;0;0;2;301104;3;Krzywiń;17895;179;10061;56;457;853;gmw;51.916853,16.713160 52.069860,17.009682;51.9933565,16.861421
Wójt Gminy Budzyń;300102;2;0;60.50;0;0;0;0;0;2;300102;2;Budzyń;20909;209;8467;40;290;1043;gw;52.815955,16.770312 52.956906,17.100567;52.8864305,16.9354395
Burmistrz Miasta i Gminy Margonin;300104;2;1;49.50;0;0;0;0;0;2;300104;3;Margonin;12313;123;6393;52;1009;1405;gmw;52.896597,16.988256 53.024614,17.208262;52.9606055,17.098259
Burmistrz Miasta Chodzieży;300101;2;0;54.00;0;0;1;0;0;1;300101;1;Chodzież;1277;13;18877;1478;2300;375;gm;52.964959,16.885130 53.024986,16.946300;52.9949725,16.915715
Wójt Gminy Krzemieniewo;301301;2;0;39.00;0;0;0;0;0;2;301301;2;Krzemieniewo;11319;113;8361;74;1161;1056;gw;51.787512,16.712672 51.930481,16.904280;51.8589965,16.808476
Wójt Gminy Chodzież;300103;1;1;39.00;0;0;0;0;0;1;300103;2;Chodzież;21294;213;6023;28;277;1485;gw;52.912138,16.732046 53.059534,17.039028;52.985836,16.885537
Burmistrz Miasta Czarnków;300201;4;1;56.25;1;0;0;0;0;3;300201;1;Czarnków;1017;10;10784;1060;2317;794;gm;52.881212,16.505679 52.921212,16.598017;52.901212,16.551848
Wójt Gminy Drawsko;300203;2;0;42.00;0;0;0;0;0;2;300203;2;Drawsko;16303;163;5869;36;569;1522;gw;52.727052,15.893221 52.873966,16.144431;52.800509,16.018826
Wójt Gminy Połajewo;300206;1;0;61.00;0;0;0;0;0;1;300206;2;Połajewo;14146;141;6187;44;766;1449;gw;52.725780,16.517405 52.856386,16.800131;52.791083,16.658768
Burmistrz Miasta i Gminy Osieczna;301303;2;0;53.00;0;0;0;0;0;2;301303;3;Osieczna;12864;129;9133;71;932;956;gmw;51.841659,16.613971 51.967993,16.832999;51.904826,16.723485
Wójt Gminy Wijewo;301306;2;0;45.50;1;0;0;0;0;1;301306;2;Wijewo;6184;62;3806;62;1937;2035;gw;51.869766,16.098205 51.942368,16.290671;51.906067,16.194438
Burmistrz Miasta i Gminy Szamocin;300105;4;0;50.00;0;1;0;0;0;3;300105;3;Szamocin;12713;127;7581;60;956;1182;gmw;52.995108,16.997165 53.089856,17.298860;53.042482,17.1480125
Wójt Gminy Czarnków;300202;4;0;43.25;0;0;0;0;0;4;300202;2;Czarnków;34577;346;11422;33;53;748;gw;52.831810,16.328775 53.044366,16.780160;52.938088,16.5544675
Wójt Gminy Lubasz;300205;3;0;50.00;0;0;0;0;0;3;300205;2;Lubasz;16727;167;7695;46;539;1164;gw;52.737586,16.379251 52.891689,16.638624;52.8146375,16.5089375
Burmistrz Krzyża Wielkopolskiego;300204;5;0;49.40;1;1;0;0;0;3;300204;3;Krzyż Wielkopolski;17428;174;8754;50;490;1003;gmw;52.853840,15.945984 53.041100,16.132518;52.94747,16.039251
Burmistrz Wielenia;300208;2;1;51.00;1;0;0;0;0;1;300208;3;Wieleń;43009;430;12499;29;14;662;gmw;52.749686,16.075978 53.049158,16.410543;52.899422,16.2432605
Burmistrz Trzcianki;300207;3;0;49.33;1;0;0;0;0;2;300207;3;Trzcianka;37398;374;24360;65;34;256;gmw;52.934919,16.241356 53.131922,16.719704;53.0334205,16.48053
Wójt Gminy Lipno;301302;2;0;39.00;0;0;0;0;0;2;301302;2;Lipno;10385;104;7909;76;1325;1128;gw;51.855718,16.467197 51.973884,16.655816;51.914801,16.5615065
Burmistrz Rogoźna;301602;3;1;56.00;0;1;0;0;0;2;301602;3;Rogoźno;21624;216;18265;84;267;387;gmw;52.657296,16.847171 52.831836,17.132496;52.744566,16.9898335
Burmistrz Obornik;301601;3;0;37.67;0;1;0;0;0;2;301601;3;Oborniki;34004;340;34082;100;57;159;gmw;52.544503,16.576360 52.751461,16.970728;52.647982,16.773544
Wójt Gminy Włoszakowice;301307;4;1;57.75;1;0;0;0;0;3;301307;2;Włoszakowice;12775;128;9506;74;948;913;gw;51.853577,16.276275 51.995192,16.497253;51.9243845,16.386764
Wójt Gminy Kwilcz;301402;1;0;57.00;0;0;0;0;0;1;301402;2;Kwilcz;14176;141;6375;45;762;1411;gw;52.483273,15.973320 52.596034,16.238950;52.5396535,16.106135
Burmistrz Gminy Sieraków;301404;1;0;53.00;0;0;0;0;0;1;301404;3;Sieraków;20312;203;8767;43;325;1001;gmw;52.581559,15.925034 52.754773,16.224129;52.668166,16.0745815
Burmistrz Gminy i Miasta Odolanów;301703;2;1;58.00;0;0;0;0;0;2;301703;3;Odolanów;13609;136;14605;107;824;532;gmw;51.491147,17.554601 51.652248,17.781158;51.5716975,17.6678795
Wójt Gminy Kuślin;301501;3;1;51.00;0;0;0;0;0;3;301501;2;Kuślin;10648;106;5524;52;1285;1599;gw;52.312538,16.209066 52.427771,16.442620;52.3701545,16.325843
Wójt Gminy Chrzypsko Wielkie;301401;2;0;62.50;0;0;0;1;0;1;301401;2;Chrzypsko Wielkie;8452;85;3344;40;1630;2132;gw;52.547428,16.151270 52.669295,16.338539;52.6083615,16.2449045
Wójt Gminy Ryczywół;301603;2;1;51.00;0;0;0;0;0;2;301603;2;Ryczywół;15476;155;7379;48;633;1220;gw;52.709105,16.702623 52.888846,16.924976;52.7989755,16.8137995
Prezydent Miasta Ostrowa Wielkopolskiego;301701;4;1;51.00;0;1;1;0;0;2;301701;1;Ostrów Wielkopolski;4190;42;72364;1727;2077;54;gm;51.610177,17.729507 51.683630,17.878456;51.6469035,17.8039815
Burmistrz Międzychodu;301403;2;0;47.50;0;0;0;0;0;2;301403;3;Międzychód;30704;307;18501;60;92;383;gmw;52.448320,15.776542 52.724716,16.031978;52.586518,15.90426
Wójt Gminy Miedzichowo;301503;2;0;56.00;1;0;0;0;0;1;301503;2;Miedzichowo;20825;209;3680;18;295;2065;gw;52.322280,15.804083 52.483583,16.169486;52.4029315,15.9867845
Burmistrz Gminy i Miasta Nowe Skalmierzyce;301702;4;0;44.50;0;0;0;0;0;4;301702;3;Nowe Skalmierzyce;12542;125;15430;123;974;496;gmw;51.651308,17.882101 51.786014,18.122392;51.718661,18.0022465
Burmistrz Miasta i Gminy Rydzyna;301304;1;0;40.00;0;0;0;0;0;1;301304;3;Rydzyna;13560;136;9229;68;833;939;gmw;51.704876,16.565116 51.850519,16.790447;51.7776975,16.6777815
Wójt Gminy Święciechowa;301305;2;1;52.50;0;0;0;0;0;2;301305;2;Święciechowa;13494;134;7939;59;840;1124;gw;51.765854,16.372675 51.909117,16.606682;51.8374855,16.4896785
Wójt Gminy Kraszewice;301805;3;1;51.67;0;1;0;0;0;2;301805;2;Kraszewice;7493;75;3612;48;1780;2083;gw;51.455327,18.153936 51.547382,18.342896;51.5013545,18.248416
Wójt Gminy Czajków;301801;2;1;49.50;1;0;0;0;0;1;301801;2;Czajków;7074;71;2504;35;1840;2245;gw;51.419817,18.221040 51.541811,18.382798;51.480814,18.301919
Wójt Gminy w Doruchowie;301802;4;2;45.25;0;0;0;0;0;4;301802;2;Doruchów;9938;99;5335;54;1403;1646;gw;51.357546,17.982317 51.448192,18.211148;51.402869,18.0967325
Wójt Gminy Szydłowo;301906;2;0;42.00;0;0;0;0;0;2;301906;2;Szydłowo;26746;266;8983;34;139;977;gw;53.106173,16.390552 53.299132,16.821629;53.2026525,16.6060905
Burmistrz Miasta i Gminy Mikstat;301806;1;0;57.00;0;0;0;0;0;1;301806;3;Mikstat;8718;87;6081;70;1578;1473;gmw;51.476345,17.871319 51.582266,18.109524;51.5293055,17.9904215
Burmistrz Miasta i Gminy Ostrzeszów;301807;3;0;43.33;1;1;0;0;0;1;301807;3;Ostrzeszów;18739;187;23974;128;407;263;gmw;51.338653,17.742007 51.509667,18.023815;51.42416,17.882911
Wójt Gminy Sieroszewice;301707;3;0;49.33;0;0;0;0;0;3;301707;2;Sieroszewice;16317;163;9680;59;567;896;gw;51.523077,17.906579 51.683632,18.188337;51.6033545,18.047458
Wójt Gminy Kaczory;301903;1;0;67.00;0;0;0;0;0;1;301903;2;Kaczory;15064;151;7900;52;672;1129;gw;53.050361,16.770408 53.220133,16.980808;53.135247,16.875608
Wójt Gminy Białośliwie;301902;2;0;52.50;0;0;0;0;0;2;301902;2;Białośliwie;7557;76;4891;65;1764;1759;gw;53.071874,17.054937 53.162461,17.227939;53.1171675,17.141438
Burmistrz Miasta Białogard;320101;6;1;48.83;0;1;0;0;0;5;320101;1;Białogard;2573;26;24368;947;2191;255;gm;53.974280,15.915923 54.053994,16.035191;54.014137,15.975557
Wójt Gminy Wałcz;321705;1;0;59.00;0;0;0;0;0;1;321705;2;Wałcz;57491;575;12695;22;2;646;gw;53.126589,16.214202 53.459881,16.714467;53.293235,16.4643345
Burmistrz Gminy Resko;321804;1;0;54.00;0;0;0;0;0;1;321804;3;Resko;28520;285;8076;28;121;1102;gmw;53.674336,15.222572 53.877697,15.635678;53.7760165,15.429125
Burmistrz Łobza;321802;4;0;46.00;1;0;0;0;0;3;321802;3;Łobez;22739;227;14134;62;237;557;gmw;53.557547,15.492113 53.749397,15.800079;53.653472,15.646096
Burmistrz Gminy Dobra;321801;4;0;42.75;0;1;0;0;0;3;321801;3;Dobra;11590;116;4469;39;1121;1863;gmw;53.504234,15.144660 53.629496,15.394052;53.566865,15.269356
Wójt Gminy Radowo Małe;321803;5;1;45.40;1;0;0;0;0;4;321803;2;Radowo Małe;18046;181;3661;20;443;2072;gw;53.585190,15.272874 53.738882,15.566601;53.662036,15.4197375
Burmistrz Gminy Węgorzyno;321805;2;2;44.50;1;0;0;0;0;1;321805;3;Węgorzyno;25618;256;7061;28;164;1268;gmw;53.468281,15.346880 53.623267,15.735671;53.545774,15.5412755
Prezydent Miasta Świnoujście;326301;4;1;55.50;0;0;1;1;0;2;326301;1;Świnoujście (b);20207;202;41032;203;334;122;mm;53.768626,14.185311 53.931781,14.440949;53.8502035,14.31313
Prezydent Miasta Koszalin;326101;6;0;60.00;0;1;1;1;0;3;326101;1;Koszalin;9834;98;107670;1095;1419;37;mm;54.137392,16.110150 54.276991,16.323309;54.2071915,16.2167295
Prezydent Miasta Szczecin;326201;6;0;42.67;0;1;1;1;0;3;326201;1;Szczecin (ab);30060;301;403883;1344;96;7;mm;53.321710,14.443819 53.537682,14.804612;53.429696,14.6242155
Burmistrz Bornego Sulinowa;321504;4;2;54.00;0;1;0;1;0;2;321504;3;Borne Sulinowo;48450;484;9935;21;5;869;gmw;53.470304,16.262907 53.733090,16.729954;53.601697,16.4964305
Wójt Gminy Grzmiąca;321505;3;0;44.33;0;0;0;0;0;3;321505;2;Grzmiąca;20512;205;4781;23;315;1789;gw;53.741342,16.260607 53.916900,16.583278;53.829121,16.4219425
Wójt Gminy Sławoborze;321605;1;0;42.00;1;0;0;0;0;0;321605;2;Sławoborze;18866;189;4090;22;398;1956;gw;53.821960,15.528492 53.970411,15.815286;53.8961855,15.671889
Burmistrz Miasta Świdwin;321601;3;0;48.00;0;0;0;0;0;3;321601;1;Świdwin;2238;22;15725;703;2211;485;gm;53.740392,15.734287 53.808185,15.860354;53.7742885,15.7973205
Wójt Gminy Bielice;321201;2;1;59.50;1;1;0;0;0;0;321201;2;Bielice;8419;84;3121;37;1637;2171;gw;53.134762,14.668658 53.273519,14.817579;53.2041405,14.7431185
Wójt Gminy Brzeżno;321602;1;0;52.00;0;0;0;0;0;1;321602;2;Brzeżno;11081;111;2792;25;1208;2213;gw;53.646054,15.672076 53.752709,15.936528;53.6993815,15.804302
Burmistrz Pyrzyc;321205;5;3;51.20;1;1;0;0;0;3;321205;3;Pyrzyce;20422;204;19564;96;319;355;gmw;53.050578,14.779182 53.246730,15.038056;53.148654,14.908619
Burmistrz Połczyna-Zdroju;321603;4;0;48.50;0;1;0;0;0;3;321603;3;Połczyn-Zdrój;34428;344;15417;45;54;497;gmw;53.644749,15.906119 53.900916,16.268219;53.7728325,16.087169
Burmistrz Gminy Lipiany;321203;2;0;50.00;0;1;0;0;0;1;321203;3;Lipiany;9491;95;5934;63;1473;1506;gmw;52.970260,14.872638 53.098682,15.067139;53.034471,14.9698885
Wójt Gminy Rąbino;321604;2;1;51.50;0;0;0;0;0;2;321604;2;Rąbino;17968;180;3668;20;451;2070;gw;53.786038,15.773729 53.922565,16.080867;53.8543015,15.927298
Wójt Gminy Kozielice;321202;1;0;56.00;0;0;0;0;0;1;321202;2;Kozielice;9453;95;2540;27;1481;2240;gw;53.008618,14.721430 53.158728,14.862619;53.083673,14.7920245
Prezydent Miasta Stargard;321401;4;1;43.25;0;1;0;0;0;3;321401;1;Stargard;4808;48;68195;1418;2036;58;gm;53.255382,14.938993 53.362687,15.084735;53.3090345,15.011864
Wójt Gminy Świdwin;321606;2;0;58.50;1;0;0;0;0;1;321606;2;Świdwin;24725;247;5951;24;186;1502;gw;53.670914,15.548389 53.859096,15.962323;53.765005,15.755356
Wójt Gminy Przelewice;321204;2;0;58.00;0;0;0;0;0;2;321204;2;Przelewice;16201;162;5217;32;581;1682;gw;53.028398,14.999906 53.193229,15.212196;53.1108135,15.106051
Burmistrz Gminy Chociwel;321402;5;3;54.80;0;1;0;0;0;4;321402;3;Chociwel;16082;161;5868;36;590;1523;gmw;53.407514,15.210650 53.548505,15.467049;53.4780095,15.3388495
Burmistrz Miasta Wałcz;321701;7;2;44.71;0;1;1;0;0;5;321701;1;Wałcz;3817;38;25533;669;2103;240;gm;53.238534,16.372259 53.306863,16.526663;53.2726985,16.449461
Wójt Gminy Warnice;321206;4;2;47.50;0;1;0;0;0;3;321206;2;Warnice;8614;86;3497;41;1594;2099;gw;53.168015,14.861770 53.284768,15.071410;53.2263915,14.96659
Burmistrz Ińska;321405;3;0;56.67;0;1;0;0;0;2;321405;3;Ińsko;15101;151;3414;23;666;2114;gmw;53.364685,15.425150 53.506521,15.721691;53.435603,15.5734205
Burmistrz Miasta i Gminy Człopa;321702;3;0;48.67;0;1;0;0;0;2;321702;3;Człopa;34905;349;5009;14;49;1725;gmw;53.012206,15.962484 53.177384,16.372359;53.094795,16.1674215
Wójt Gminy Sławno;321306;2;0;49.00;0;0;0;0;0;2;321306;2;Sławno;28439;284;8920;31;124;986;gw;54.231190,16.537563 54.446620,16.865117;54.338905,16.70134
Wójt Gminy Dolice;321404;4;2;51.00;0;1;0;0;0;3;321404;2;Dolice;23717;237;7959;34;210;1120;gw;53.081852,15.036773 53.288925,15.367815;53.1853885,15.202294
Burmistrz Tuczna;321704;2;0;51.50;0;0;0;0;0;2;321704;3;Tuczno;24950;250;5007;20;183;1727;gmw;53.140805,15.986194 53.298503,16.284072;53.219654,16.135133
Burmistrz Miasta Sławno;321302;2;1;41.50;0;0;0;0;0;2;321302;1;Sławno;1583;16;12590;795;2271;655;gm;54.332597,16.619675 54.389776,16.704788;54.3611865,16.6622315
Wójt Gminy Marianowo;321408;4;3;58.25;1;0;0;0;0;3;321408;2;Marianowo;10194;102;3172;31;1358;2161;gw;53.314994,15.126720 53.464817,15.353793;53.3899055,15.2402565
Burmistrz Mirosławca;321703;2;1;45.00;0;0;0;0;0;2;321703;3;Mirosławiec;20335;203;5494;27;323;1605;gmw;53.270057,15.973124 53.407455,16.350378;53.338756,16.161751
Burmistrz Miasta Darłowo;321301;2;0;54.00;0;0;0;0;0;2;321301;1;Darłowo (b);2021;20;13924;689;2234;566;gm;54.404747,16.359092 54.452302,16.462173;54.4285245,16.4106325
Wójt Gminy Kobylanka;321406;4;1;50.00;0;0;0;0;0;4;321406;2;Kobylanka;12168;122;5390;44;1030;1632;gw;53.298601,14.732052 53.436463,14.988957;53.367532,14.8605045
Wójt Gminy Malechowo;321304;3;0;56.33;0;1;0;0;0;2;321304;2;Malechowo;22646;227;6383;28;242;1407;gw;54.188953,16.391451 54.359788,16.730867;54.2743705,16.561159
Wójt Gminy Stara Dąbrowa;321409;3;1;44.67;0;0;0;0;0;3;321409;2;Stara Dąbrowa;11259;113;3691;33;1170;2060;gw;53.380669,15.012040 53.496991,15.269954;53.43883,15.140997
Wójt Gminy Darłowo;321303;1;0;43.00;0;0;0;0;0;1;321303;2;Darłowo;26945;269;7987;30;137;1115;gw;54.282800,16.214198 54.513997,16.586772;54.3983985,16.400485
Burmistrz Suchania;321411;2;1;53.50;0;1;0;0;0;1;321411;3;Suchań;13305;133;4325;33;872;1901;gmw;53.233386,15.187631 53.333131,15.499671;53.2832585,15.343651
Wójt Gminy Postomino;321305;2;0;42.00;1;0;0;0;0;1;321305;2;Postomino;22686;227;6960;31;238;1286;gw;54.412555,16.472608 54.569555,16.841120;54.491055,16.656864
Wójt Gminy Szczecinek;321506;4;0;49.75;0;1;0;0;0;3;321506;2;Szczecinek;49887;500;9308;19;4;931;gw;53.561510,16.500678 53.909271,16.892248;53.7353905,16.696463
Burmistrz Polanowa;320906;2;1;50.50;0;0;0;0;0;2;320906;3;Polanów;39335;393;8818;22;26;996;gmw;53.984184,16.411768 54.242032,16.812649;54.113108,16.6122085
Burmistrz Barwic;321502;6;1;47.83;0;1;0;0;0;5;321502;3;Barwice;25852;259;8613;33;161;1025;gmw;53.630880,16.197070 53.850380,16.508164;53.74063,16.352617
Wójt Gminy Świeszyno;320908;3;1;55.00;1;0;0;0;0;2;320908;2;Świeszyno;13256;133;7125;54;878;1259;gw;54.015923,16.074391 54.179639,16.324552;54.097781,16.1994715
Burmistrz Dobrzan;321403;2;2;60.00;0;0;0;0;0;2;321403;3;Dobrzany;13472;135;4929;37;845;1746;gmw;53.288162,15.335656 53.422301,15.591143;53.3552315,15.4633995
Burmistrz Miasta Szczecinek;321501;5;1;47.20;0;1;1;0;0;3;321501;1;Szczecinek;4848;48;40292;831;2032;126;gm;53.660341,16.609374 53.745164,16.779856;53.7027525,16.694615
Burmistrz Białego Boru;321503;5;1;52.00;0;1;1;0;0;3;321503;3;Biały Bór;26993;270;5303;20;136;1655;gmw;53.747095,16.690702 54.004899,16.982053;53.875997,16.8363775
Wójt Gminy Boleszkowice;321002;2;0;45.00;0;0;0;0;0;2;321002;2;Boleszkowice;13049;130;2891;22;905;2201;gw;52.624689,14.436438 52.771609,14.675157;52.698149,14.5557975
Burmistrz Barlinka;321001;5;1;47.40;0;1;0;0;0;4;321001;3;Barlinek;25872;259;19449;75;159;359;gmw;52.862844,15.018971 53.085123,15.332635;52.9739835,15.175803
Burmistrz Miasta i Gminy Myślibórz;321004;3;0;47.00;0;1;0;0;0;2;321004;3;Myślibórz;32886;329;20096;61;67;337;gmw;52.847984,14.671664 53.062577,15.070605;52.9552805,14.8711345
Burmistrz Gminy Dębno;321003;6;2;47.67;0;1;0;0;0;5;321003;3;Dębno;31843;318;20828;65;81;324;gmw;52.630960,14.593043 52.892881,14.917822;52.7619205,14.7554325
Wójt Gminy Nowogródek Pomorski;321005;3;1;59.67;0;0;0;0;0;3;321005;2;Nowogródek Pomorski;14590;146;3384;23;723;2122;gw;52.830581,14.948665 52.978361,15.196137;52.904471,15.072401
Wójt Gminy Kołbaskowo;321102;2;1;53.50;0;0;0;0;0;2;321102;2;Kołbaskowo;10546;105;12633;120;1298;652;gw;53.274435,14.378472 53.428146,14.586356;53.3512905,14.482414
Wójt Gminy Dobra;321101;3;3;54.00;0;0;0;0;0;3;321101;2;Dobra (Szczecińska);11028;110;22511;204;1223;288;gw;53.401874,14.302605 53.586022,14.482965;53.493948,14.392785
Wójt Gminy Widuchowa;320609;2;2;54.00;0;0;0;0;0;2;320609;2;Widuchowa;20945;210;5494;26;289;1605;gw;53.012369,14.357842 53.254941,14.570170;53.133655,14.464006
Burmistrz Gminy Nowe Warpno;321103;2;1;48.00;0;0;0;0;0;2;321103;3;Nowe Warpno;19788;198;1644;8;354;2287;gmw;53.627736,14.266823 53.785221,14.528637;53.7064785,14.39773
Wójt Gminy Rymań;320805;1;0;41.00;0;0;0;0;0;1;320805;2;Rymań;14615;146;3983;27;718;1983;gw;53.873037,15.418028 54.033763,15.645121;53.9534,15.5315745
Burmistrz Polic;321104;4;1;56.75;0;1;1;0;0;2;321104;3;Police;25171;252;41545;165;177;121;gmw;53.491148,14.294746 53.711763,14.635973;53.6014555,14.4653595
Prezydent Miasta Kołobrzeg;320801;5;1;55.80;0;1;0;0;0;4;320801;1;Kołobrzeg (b);2567;26;46568;1814;2192;104;gm;54.150005,15.513214 54.200946,15.686112;54.1754755,15.599663
Wójt Gminy Dygowo;320802;1;0;37.00;0;0;0;0;0;1;320802;2;Dygowo;12852;129;5647;44;937;1562;gw;54.066447,15.632065 54.173778,15.880526;54.1201125,15.7562955
Burmistrz  Gościna;320803;2;0;62.00;0;0;0;0;0;2;320803;3;Gościno;11600;116;5154;44;1117;1691;gmw;53.954571,15.567136 54.109292,15.754519;54.0319315,15.6608275
Wójt Gminy Kołobrzeg;320804;2;0;61.00;0;0;0;0;0;2;320804;2;Kołobrzeg;14403;144;10795;75;744;792;gw;54.073456,15.347363 54.184726,15.680641;54.129091,15.514002
Wójt Gminy Ustronie Morskie;320807;2;1;58.50;0;0;0;0;0;2;320807;2;Ustronie Morskie;5698;57;3658;64;1974;2074;gw;54.145285,15.637066 54.227224,15.846011;54.1862545,15.7415385
Wójt Gminy Siemyśl;320806;2;1;55.00;0;0;0;0;0;2;320806;2;Siemyśl;10731;107;3791;35;1271;2039;gw;53.975968,15.433518 54.111205,15.636034;54.0435865,15.534776
Burmistrz Bobolic;320903;3;1;54.33;0;1;0;0;0;2;320903;3;Bobolice;36756;368;9124;25;39;957;gmw;53.885400,16.298453 54.079719,16.762342;53.9825595,16.5303975
Wójt Gminy Będzino;320901;4;0;55.25;1;1;0;0;0;2;320901;2;Będzino;16619;166;8634;52;548;1020;gw;54.134741,15.791973 54.258684,16.136812;54.1967125,15.9643925
Wójt Gminy Biesiekierz;320902;3;0;48.67;1;0;0;0;0;2;320902;2;Biesiekierz;11660;117;6829;59;1106;1316;gw;54.065529,15.909535 54.202627,16.137457;54.134078,16.023496
Burmistrz Gminy i Miasta Sianów;320907;2;0;53.00;0;0;0;0;0;2;320907;3;Sianów;22676;227;13843;61;240;574;gmw;54.134594,16.180695 54.334007,16.571337;54.2343005,16.376016
Burmistrz Mielna;320905;3;2;39.33;0;1;0;0;0;2;320905;3;Mielno;6213;62;4951;80;1934;1742;gmw;54.227052,15.854696 54.323986,16.242714;54.275519,16.048705
Wójt Gminy Manowo;320904;2;1;53.00;0;0;0;0;0;2;320904;2;Manowo;18831;187;6945;37;401;1290;gw;54.027169,16.199297 54.181519,16.480911;54.104344,16.340104
Wójt Gminy Brojce;320501;3;1;51.00;1;0;0;0;0;2;320501;2;Brojce;11797;118;3787;32;1083;2040;gw;53.910258,15.262880 54.040834,15.466359;53.975546,15.3646195
Wójt Gminy Świerzno;320705;2;0;49.50;0;0;0;0;0;2;320705;2;Świerzno;14013;140;4270;30;784;1920;gw;53.883863,14.852324 54.047971,15.075728;53.965917,14.964026
Wójt Gminy Karnice;320503;2;0;54.00;0;0;0;0;0;2;320503;2;Karnice;13312;133;4058;30;870;1966;gw;53.960773,14.953732 54.093751,15.208863;54.027262,15.0812975
Wójt Gminy Banie;320601;5;1;48.00;1;1;0;0;0;3;320601;2;Banie;20630;206;6436;31;309;1397;gw;52.989401,14.515386 53.192708,14.757231;53.0910545,14.6363085
Burmistrz Gryfic;320502;4;1;56.50;0;0;0;0;0;4;320502;3;Gryfice;26130;261;23905;91;152;266;gmw;53.812354,15.021293 54.008691,15.307066;53.9105225,15.1641795
