tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
R1;181207;1;GARBACZ Stanisław;54;wyższe magisterskie;Kurzyna Wielka, Prawo i Sprawiedliwość;2121;60.48;-1;Tak
R1;181207;2;SARNIKOWSKI Łukasz;35;średnie;Bieliny,;1386;39.52;-1;Nie
R1;181301;1;BUCZEK Artur Paweł;44;wyższe;Bircza,;552;17.17;-1;Nie
R1;181301;2;GĄGOLA Grzegorz Jan;29;średnie;Bircza,;1863;57.97;-1;Tak
R1;181301;3;MIELNIKIEWICZ Lucjan Filip;49;wyższe;Leszczawa Dolna,;369;11.48;-1;Nie
R1;181301;4;ŻYDOWNIK Józef Zbigniew;59;wyższe;Nowa Wieś,;430;13.38;-1;Nie
R1;181302;1;BABIŚ Kazimierz Augustyn;62;wyższe;Przedmieście Dubieckie,;389;9.80;-1;Nie
R1;181302;2;BEMBENEK Wiesław;57;wyższe;Nienadowa,;1440;36.28;-1;Druga tura
R1;181302;3;BROŻYNA Jerzy;46;wyższe;Nienadowa,;627;15.80;-1;Nie
R1;181302;4;FORYŚ Daniel Robert;38;wyższe;Nienadowa,;407;10.25;-1;Nie
R1;181302;5;GRZEGORZAK Jacek Jan;48;wyższe;Dubiecko,;1106;27.87;-1;Druga tura
R1;181303;1;DYL Krzysztof Wojciech;50;Wyższe humanistyczne;Hermanowice,;445;17.18;-1;Nie
R1;181303;2;PUCHALA Sebastian;43;Wyższe;Kormanice,;586;22.63;-1;Nie
R1;181303;3;ŚNIEŻEK Mariusz;44;Wyższe;Makowa, Prawo i Sprawiedliwość;1559;60.19;-1;Tak
R1;181304;1;BOBEK Tadeusz Zdzisław;63;Wyższe;Prałkowce,;1072;45.40;-1;Druga tura
R1;181304;2;DOBROWOLSKI Krzysztof Marek;45;Wyższe;Olszany,;627;26.56;-1;Nie
R1;181304;3;KURASZ Jacek Grzegorz;42;Średnie;Korytniki,;662;28.04;-1;Druga tura
R1;181305;1;CZARNIECKI Janusz;57;zawodowe;Babice,;553;25.69;-1;Nie
R1;181305;2;PAWŁOWSKI Wacław Stanisław;56;średnie;Ruszelczyce,;1600;74.31;-1;Tak
R1;181306;1;IWASIECZKO Marek Marian;61;wyższe;Medyka,;2261;82.91%;466;Tak
R1;181307;1;SŁABICKI Bogusław Andrzej;48;Wyższe;Skołoszów,;3247;85.54%;549;Tak
R1;181308;1;HUK Andrzej Władysław;52;Wyższe;Ostrów,;2622;59.55;-1;Tak
R1;181308;2;KOWALSKI Witold Andrzej;55;Wyższe;Ostrów,;668;15.17;-1;Nie
R1;181308;3;OSETEK Marek;53;wyższe;Przemyśl,;1113;25.28;-1;Nie
R1;181309;1;MAŁACHOWSKI Jerzy Daniel;42;średnie;Stubno,;667;42.70;-1;Nie
R1;181309;2;SŁABICKI Janusz Stanisław;58;wyższe;Stubno,;895;57.30;-1;Tak
R1;181310;1;ŁUCKO Mirosław;35;Wyższe;Batycze,;949;16.20;-1;Nie
R1;181310;2;SKŁADOWSKI Krzysztof Bogdan;50;Wyższe;Żurawica,;2329;39.76;-1;Druga tura
R1;181310;3;SZELESZCZUK Tomasz;40;Wyższe;Żurawica,;2580;44.04;-1;Druga tura
R1;181401;1;KISIEL Leszek Marek;51;wyższe;Przeworsk,;3846;57.05;-1;Tak
R1;181401;2;KOJDER Tomasz Józef;38;wyższe;Przeworsk,;1611;23.89;-1;Nie
R1;181401;3;ŁAPA Dariusz Stanisław;41;wyższe;Przeworsk,;1285;19.06;-1;Nie
R1;181402;1;DZIAŁO Paweł;34;średnie;Majdan Sieniawski,;503;27.93;-1;Nie
R1;181402;2;JARMUZIEWICZ Edward Jan;58;wyższe;Rudka,;1298;72.07;-1;Tak
R1;181403;1;PIENIĄŻEK Grażyna Maria;52;Wyższe;Białoboki, PiS;1423;60.53;-1;Tak
R1;181403;2;WAJHAJMER Janusz Kazimierz;57;Wyższe;Białoboki,;928;39.47;-1;Nie
R1;181404;1;PETYNIA Stanisław Jan;46;wyższe;Manasterz,;1697;78.42%;467;Tak
R1;181405;1;DYRKACZ Marek Antoni;52;Wyższe magisterskie;Kańczuga,;1146;18.39;-1;Nie
R1;181405;2;SOŁEK Jacek;57;Wyższe;Krzeczowice,;1559;25.01;-1;Nie
R1;181405;3;ŻYGADŁO Andrzej Marek;46;Wyższe magisterskie;Łopuszka Wielka,;3528;56.60;-1;Tak
R1;181406;1;KRAWIEC Daniel Stanisław;46;Wyższe;Mirocin,;4646;83.68%;906;Tak
R1;181407;1;BRZYSKI Jerzy;53;Wyższe;Czerce,;118;3.22;-1;Nie
R1;181407;2;MROZEK Witold Piotr;51;Wyższe;Sieniawa,;1692;46.19;-1;Nie
R1;181407;3;WOŚ Adam;62;Wyższe;Czerce,;1853;50.59;-1;Tak
R1;181408;1;JĘDRUCH Ryszard;51;wyższe;Tryńcza,;2970;83.01%;608;Tak
R1;181409;1;BALAWENDER Katarzyna Grażyna;37;wyższe;Zarzecze,;454;12.34;-1;Nie
R1;181409;2;BURY Tomasz Wojciech;41;wyższe;Żurawiczki,;1190;32.34;-1;Druga tura
R1;181409;3;PIENIĄŻEK Mariusz Józef;43;wyższe;Żurawiczki,;1116;30.33;-1;Druga tura
R1;181409;4;STANOWSKI Tadeusz Michał;56;wyższe;Zarzecze,;920;25.00;-1;Nie
R1;181501;1;FILIPEK Ryszard;45;wyższe;Nockowa,;2421;64.63;-1;Tak
R1;181501;2;MUCHA Bogusław Józef;52;wyższe;Iwierzyce,;1325;35.37;-1;Nie
R1;181502;1;OŻÓG Grzegorz Karol;35;wyższe;Ostrów,;2614;78.05;-1;Tak
R1;181502;2;WÓJCIK Bogusław Janusz;46;wyższe;Ostrów,;735;21.95;-1;Nie
R1;181503;1;BUJAK Bolesław;60;wyższe;Ropczyce,;6355;54.77;-1;Tak
R1;181503;2;SKÓRSKI Dariusz;36;wyższe;Lubzina,;5249;45.23;-1;Nie
R1;181504;1;KMIEĆ Bogusław;46;Wyższe;Sędziszów Małopolski,;8001;81.59%;1805;Tak
R1;181505;1;BĘBEN Arkadiusz Rafał;39;wyższe;Mała,;541;13.99;-1;Nie
R1;181505;2;OCHAŁ Agnieszka Anna;40;wyższe;Wielopole Skrzyńskie,;1070;27.68;-1;Nie
R1;181505;3;TĘCZAR Marek Szczepan;53;wyższe;Wielopole Skrzyńskie,;2255;58.33;-1;Tak
R1;181601;1;FRAŃCZAK Zygmunt;58;wyższe;Dynów,;1729;59.29;-1;Tak
R1;181601;2;KĘDZIERSKI Krzysztof Józef;56;wyższe;Dynów, Porozumienie Samorządowo-Gospodarcze "RAZEM";1187;40.71;-1;Nie
R1;181602;1;KOCÓJ Jerzy Walenty;47;wyższe;Błażowa,;4199;86.58;-1;Tak
R1;181602;2;WYSKIEL Józef Stanisław;64;wyższe;Piątkowa,;651;13.42;-1;Nie
R1;181603;1;DRONKA Wiesław Henryk;58;wyższe techniczne;Rzeszów,;3360;36.81;-1;Nie
R1;181603;2;KĄKOL Wiesław;45;wyższe ekonomiczne;Boguchwała,;5767;63.19;-1;Tak
R1;181604;1;GRAD Krzysztof Paweł;49;wyższe;Rzeszów,;1963;77.47%;571;Tak
R1;181605;1;PIECH Wojciech;39;Wyższe;Harta,;1828;67.60;-1;Tak
R1;181605;2;SÓWKA Krystyna Teresa;61;Wyższe;Harta,;876;32.40;-1;Nie
R1;181606;1;BAJ Paweł Ludwik;43;wyższe prawnicze;Budy Głogowskie,;5185;54.84;-1;Tak
R1;181606;2;JEŻ Antoni Jan;58;wyższe;Głogów Małopolski,;2205;23.32;-1;Nie
R1;181606;3;MIKOŁAJCZYK Władysław;50;średnie;Głogów Małopolski,;1682;17.79;-1;Nie
R1;181606;4;OWCZARZAK Józef Gabriel;56;wyższe;Głogów Małopolski,;383;4.05;-1;Nie
R1;181607;1;KUCHTA Bartłomiej;43;wyższe;Dylągówka,;1937;60.01;-1;Tak
R1;181607;2;WOJTYŁO Krystyna Helena;52;wyższe;Hyżne, Prawo i Sprawiedliwość;1291;39.99;-1;Nie
R1;181608;1;BUGIEL Ryszard Kazimierz;60;wyższe;Nowy Kamień,;2624;88.08%;355;Tak
R1;181609;1;MATERNIA Jacek;49;wyższe;Krasne, Prawo i Sprawiedliwość;1648;32.33;-1;Druga tura
R1;181609;2;MORYCZ Grzegorz Jan;47;wyższe;Strażów,;1335;26.19;-1;Nie
R1;181609;3;WOŹNIAK Wilhelm Andrzej;57;wyższe;Krasne,;2114;41.48;-1;Druga tura
R1;181610;1;PITERA Sławomir Wojciech;44;wyższe;Siedliska,;512;17.19;-1;Nie
R1;181610;2;SKOCZYLAS Adam;46;wyższe;Lubenia,;2467;82.81;-1;Tak
R1;181611;1;KIDA Bogusław Tadeusz;57;wyższe;Sokołów Małopolski,;2968;40.57;-1;Nie
R1;181611;2;OŻÓG Andrzej Mariusz;46;wyższe;Nienadówka,;4348;59.43;-1;Tak
R1;181612;1;DZIEDZIC Adam;49;wyższe;Trzciana,;4242;61.45;-1;Tak
R1;181612;2;SKUBA-WIĘCŁAW Natalia;32;wyższe magisterskie;Bratkowice,;1461;21.16;-1;Nie
R1;181612;3;WÓJCIK Bogdan;53;wyższe;Bratkowice,;1200;17.38;-1;Nie
R1;181613;1;KUŹNIAR Lesław Janusz;57;wyższe techniczne;Trzebownisko,;4852;51.12;-1;Tak
R1;181613;2;LECH Jan;62;wyższe techniczne;Stobierna, POROZUMIENIE SAMORZĄDOWO-GOSPOD."RAZEM";2060;21.70;-1;Nie
R1;181613;3;NABOŻNY Wojciech;53;wyższe;Zaczernie,;2579;27.17;-1;Nie
R1;181614;1;SKOTNICKI Janusz Wiktor;61;wyższe;Tyczyn,;3423;79.00%;910;Tak
R1;181701;1;MATUSZEWSKI Tomasz Adam;40;wyższe;Sanok,;4788;31.19;-1;Druga tura
R1;181701;2;OSIKA Jakub Stanisław;46;wyższe;Sanok,;4586;29.87;-1;Nie
R1;181701;3;PIÓRO Tadeusz Wacław;61;wyższe;Sanok,;5415;35.27;-1;Druga tura
R1;181701;4;PŁAZIAK Robert Stanisław;50;wyższe;Sanok,;562;3.66;-1;Nie
R1;181702;1;BAŁABAN Mariusz Józef;49;wyższe;Besko,;1244;73.52;-1;Tak
R1;181702;2;KIJOWSKA Zofia;55;wyższe;Besko,;448;26.48;-1;Nie
R1;181703;1;BAŃKOWSKI Marek Jan;36;wyższe;Pobiedno,;1649;79.62%;422;Tak
R1;181704;1;BIELAWKA Stanisław Dobrogniew;63;wyższe;Komańcza,;586;31.56;-1;Druga tura
R1;181704;2;BZDYK Roman Mariusz;33;wyższe;Komańcza,;525;28.27;-1;Druga tura
R1;181704;3;KAROLCZUK Bogdan;56;wyższe ekonomiczne;Szczawne,;140;7.54;-1;Nie
R1;181704;4;RÓŻYCKI Ryszard Janusz;58;wyższe;Dołżyca,;105;5.65;-1;Nie
R1;181704;5;SZATKOWSKA-MACKO Iwona Jadwiga;44;wyższe;Szczawne,;501;26.98;-1;Nie
R1;181705;1;HAŁAS Anna Elżbieta;63;wyższe;Sanok,;3780;55.34;-1;Tak
R1;181705;2;HERBUT Adrian Łukasz;33;wyższe;Sanok,;3050;44.66;-1;Nie
R1;181706;1;BATORSKI Maciej;43;wyższe;Tyrawa Wołoska,;126;13.62;-1;Nie
R1;181706;2;BRZEŻAWSKA-JUSZCZAK Teresa Helena;48;średnie;Siemuszowa,;483;52.22;-1;Tak
R1;181706;3;BURAK Janusz Antoni;54;wyższe administracyjne;Rozpucie,;105;11.35;-1;Nie
R1;181706;4;CHOWANIEC Jan Bogdan;58;wyższe;Hołuczków,;211;22.81;-1;Nie
R1;181707;1;KRAWCZYK Wacław;61;wyższe;Zagórz,;1380;24.53;-1;Nie
R1;181707;2;NOWAK Ernest Piotr;43;wyższe;Łukowe, Prawo i Sprawiedliwość;2646;47.03;-1;Druga tura
R1;181707;3;ŚWIĘCH Tomasz Ireneusz;40;wyższe;Zagórz,;1600;28.44;-1;Druga tura
R1;181708;1;BETLEJ Andrzej;65;wyższe;Posada Zarszyńska,;1605;45.77;-1;Druga tura
R1;181708;2;GAJEWSKA Magdalena Natalia;30;wyższe;Zarszyn,;1404;40.03;-1;Druga tura
R1;181708;3;GARBOWSKA Monika Beata;32;wyższe prawnicze;Odrzechowa,;498;14.20;-1;Nie
R1;181801;1;NADBEREŻNY Lucjusz;33;wyższe;Stalowa Wola,;17136;72.93;-1;Tak
R1;181801;2;SZYMONIK Andrzej Krzysztof;50;wyższe;Stalowa Wola,;6359;27.07;-1;Nie
R1;181802;1;JANIEC Grzegorz;39;wyższe;Gwoździec,;1153;33.76;-1;Nie
R1;181802;2;SERAFIN Sławomir Andrzej;44;wyższe;Stany,;1753;51.33;-1;Tak
R1;181802;3;SULICH Edward Józef;53;wyższe;Bojanów,;509;14.90;-1;Nie
R1;181803;1;BAJGIEROWICZ Łukasz Tomasz;36;wyższe;Pysznica,;2953;67.56;-1;Tak
R1;181803;2;BĄK Tadeusz Zygmunt;62;średnie;Pysznica,;1418;32.44;-1;Nie
R1;181804;1;JĘDRZEJEWSKA-RĘBACZ Honorata Genowefa;48;wyższe;Radomyśl nad Sanem,;223;7.03;-1;Nie
R1;181804;2;POŁOMSKI Tomasz;41;wyższe;Antoniów,;1327;41.85;-1;Nie
R1;181804;3;PYRKOSZ Jan;54;wyższe;Pniów,;1621;51.12;-1;Tak
R1;181805;1;OSZUST Krzysztof;55;wyższe;Zaklików,;582;15.33;-1;Nie
R1;181805;2;TOCZYSKI Dariusz;54;wyższe;Zaklików,;2237;58.91;-1;Tak
R1;181805;3;WÓJCIK Zdzisław;62;wyższe techniczne;Zaklików,;901;23.73;-1;Nie
R1;181805;4;ŻELAZNY Waldemar;59;średnie;Zaklików,;77;2.03;-1;Nie
R1;181806;1;GARDY Paweł Bronisław;38;wyższe;Kępie Zaleszańskie,;3552;87.81%;493;Tak
R1;181901;1;BARĆ Marek Józef;54;wyższe;Nowa Wieś,;1612;30.45;-1;Nie
R1;181901;2;ŚLIPSKI Andrzej Stanisław;41;wyższe;Czudec,;1929;36.44;-1;Druga tura
R1;181901;3;ZIELIŃSKI Jerzy Władysław;60;wyższe;Przedmieście Czudeckie, PiS;1753;33.11;-1;Druga tura
R1;181902;1;KWIATEK Stanisław;60;średnie techniczne;Glinik Dolny,;1956;43.06;-1;Nie
R1;181902;2;ZIARNIK Jan;50;wyższe;Rzeszów,;2587;56.94;-1;Tak
R1;181903;1;CIEPIELOWSKI Antoni;53;wyższe;Baryczka,;1207;25.34;-1;Druga tura
R1;181903;2;KORAB Zbigniew;55;wyższe;Konieczkowa,;2116;44.42;-1;Druga tura
R1;181903;3;KOZA Krzysztof Wojciech;38;wyższe;Gwoźnica Górna,;1133;23.78;-1;Nie
R1;181903;4;KOZIOŁ Dariusz Adam;38;wyższe;Gwoźnica Dolna,;308;6.47;-1;Nie
R1;181904;1;DROZD Wioletta Maria;46;wyższe;Strzyżów,;2626;31.64;-1;Nie
R1;181904;2;GÓRA Waldemar;52;wyższe;Godowa,;5673;68.36;-1;Tak
R1;181905;1;KUT Marcin;44;wyższe;Kożuchów,;2697;83.76;-1;Tak
R1;181905;2;MIGA Zbigniew;58;wyższe;Kożuchów,;523;16.24;-1;Nie
R1;182001;1;MAZUR Marek;39;wyższe;Skopanie,;3107;58.19;-1;Tak
R1;182001;2;PITRA Krzysztof Piotr;40;wyższe;Siedleszczany,;2232;41.81;-1;Nie
R1;182002;1;HARA-PAŁKOWSKA Monika;37;wyższe;Gorzyce,;1991;34.41;-1;Nie
R1;182002;2;SURDY Leszek Janusz;55;wyższe;Gorzyce,;3795;65.59;-1;Tak
R1;182003;1;RĘDZIA Anna;54;wyższe;Grębów,;994;20.21;-1;Nie
R1;182003;2;SKÓRA Kazimierz Stanisław;55;wyższe;Grębów,;3676;74.75;-1;Tak
R1;182003;3;ZACHARIASZ Anita Anna;48;wyższe;Poręby Furmańskie,;248;5.04;-1;Nie
R1;182004;1;ORDON Wiesław Kazimierz;55;wyższe;Tarnowska Wola, Prawo i Sprawiedliwość;4303;63.13%;2513;Tak
R1;182101;1;PELC Zbigniew Andrzej;48;wyższe;Mchawa,;374;23.51;-1;Nie
R1;182101;2;POMYKAŁA Agata Małgorzata;50;wyższe;Baligród,;699;43.93;-1;Druga tura
R1;182101;3;STĘPIEŃ Robert;56;wyższe;Baligród,;518;32.56;-1;Druga tura
R1;182102;1;KRAWIEC Jacek;42;wyższe;Buk,;156;16.49;-1;Nie
R1;182102;2;MISZTAL Stanisław Zygmunt;69;wyższe;Strzebowiska,;99;10.47;-1;Nie
R1;182102;3;SZCZEPAŃSKA Renata Marta;52;wyższe;Kalnica,;492;52.01;-1;Tak
R1;182102;4;WIERZBICKI Jakub Marcin;40;wyższe;Cisna,;199;21.04;-1;Nie
R1;182103;1;BEBKIEWICZ Tomasz;38;wyższe;Lesko,;711;15.29;-1;Nie
R1;182103;2;MAZUR Paweł Franciszek;43;wyższe;Huzele,;163;3.51;-1;Nie
R1;182103;3;ORŁOWSKI Józef Wiesław;56;wyższe;Łukawica,;1257;27.04;-1;Druga tura
R1;182103;4;ROMANEK Maciej Andrzej;29;wyższe;Manasterzec,;57;1.23;-1;Nie
R1;182103;5;SNARSKI Adam;28;wyższe;Lesko,;1670;35.92;-1;Druga tura
R1;182103;6;WOLAŃSKI Robert Piotr;48;wyższe;Lesko,;791;17.01;-1;Nie
R1;182104;1;SOKÓŁ Marek Zbigniew;39;wyższe;Olszanica,;622;29.80;-1;Nie
R1;182104;2;ZAPAŁA Krzysztof Wojciech;49;wyższe;Lesko,;1465;70.20;-1;Tak
R1;182105;1;CIÓŁKOWSKI Łukasz Marian;39;wyższe;Solina,;1076;38.66;-1;Druga tura
R1;182105;2;KRUPA Janusz Marek;45;zawodowe;Polańczyk,;322;11.57;-1;Nie
R1;182105;3;PIĄTKOWSKI Adam Piotr;53;wyższe;Wołkowyja,;1385;49.77;-1;Druga tura
R1;186101;1;PRZYTOCKI Piotr Marian;61;wyższe;Krosno,;11874;62.95;-1;Tak
R1;186101;2;SKIBA Adam;53;wyższe;Krosno,;5085;26.96;-1;Nie
R1;186101;3;WOLSKA Violetta Katarzyna;43;wyższe;Krosno,;1127;5.97;-1;Nie
R1;186101;4;ZAJDEL Gabriel Jerzy;40;wyższe;Krosno,;776;4.11;-1;Nie
R1;186201;1;BAKUN Wojciech Antoni;37;Średnie;Nehrybka,;9996;41.49;-1;Druga tura
R1;186201;2;BŁACHOWICZ Wojciech;52;Wyższe;Przemyśl,;6062;25.16;-1;Nie
R1;186201;3;HAMRYSZCZAK Janusz Adam;50;Wyższe;Przemyśl,;6363;26.41;-1;Druga tura
R1;186201;4;KULAWIK Tomasz Przemysław;49;Wyższe;Przemyśl,;1670;6.93;-1;Nie
R1;186301;1;BELTER Łukasz Marek;37;wyższe;Czarna,;986;1.23;-1;Nie
R1;186301;2;BUCZAK Wojciech;63;wyższe;Rzeszów,;23100;28.86;-1;Nie
R1;186301;3;FERENC Tadeusz;78;wyższe;Rzeszów,;51029;63.76;-1;Tak
R1;186301;4;KASZUBA Krzysztof;64;wyższe;Rzeszów,;2045;2.56;-1;Nie
R1;186301;5;MASŁOWSKI Maciej Przemysław;34;wyższe;Rzeszów,;2868;3.58;-1;Nie
R1;186401;1;BOŻEK Dariusz Józef;58;wyższe;Tarnobrzeg,;10003;51.65;-1;Tak
R1;186401;2;KALINKA Kamil;35;wyższe;Tarnobrzeg,;4805;24.81;-1;Nie
R1;186401;3;KAPUŚCIAK Bożena Henryka;60;wyższe;Tarnobrzeg,;1515;7.82;-1;Nie
R1;186401;4;MIERNIK-KRUKURKA Elżbieta Natalia;49;wyższe;Tarnobrzeg,;1632;8.43;-1;Nie
R1;186401;5;ZYCH Witold Andrzej;58;wyższe;Tarnobrzeg,;1411;7.29;-1;Nie
R1;200101;1;DYCZEWSKI Marian;74;wyższe;Augustów, Towarzystwo Miłośników Ziemi Augustowskiej;159;1.40;-1;Nie
R1;200101;2;KAROLCZUK Mirosław;53;wyższe;Augustów,;2799;24.64;-1;Druga tura
R1;200101;3;KLECZKOWSKI Marcin;45;wyższe;Augustów,;2321;20.43;-1;Nie
R1;200101;4;SIEŃKO Adam;58;wyższe;Augustów,;2410;21.21;-1;Nie
R1;200101;5;WALULIK Wojciech;46;wyższe;Augustów,;3671;32.32;-1;Druga tura
R1;200102;1;BUKSIŃSKI Zbigniew Tadeusz;60;Wyższe;Białobrzegi,;1532;72.09;-1;Tak
R1;200102;2;SZCZEPAŃSKI Michał;32;średnie;Janówka,;593;27.91;-1;Nie
R1;200103;1;GRANACKI Wojciech;43;wyższe;Bargłów Kościelny,;278;13.40;-1;Nie
R1;200103;2;MITROS Przemysław;39;Średnie;Bargłów Dworny,;46;2.22;-1;Nie
R1;200103;3;WAWIÓRKO Radosław;39;wyższe;Bargłów Dworny,;1750;84.38;-1;Tak
R1;200104;1;CIEŚLUK Małgorzata;51;wyższe;Lipsk,;1107;45.65;-1;Nie
R1;200104;2;ŁĘPICKI Lech;59;wyższe;Lipsk,;1318;54.35;-1;Tak
R1;200105;1;JEDLIŃSKA Wiesława Zofia;66;średnie;Szczebra,;255;17.50;-1;Nie
R1;200105;2;STRĘKOWSKA Teresa;56;wyższe;Monkinie,;598;41.04;-1;Druga tura
R1;200105;3;WINIEWICZ Dorota;43;wyższe;Szczebra,;604;41.46;-1;Druga tura
R1;200106;1;GOŁASZEWSKI Wiesław;56;wyższe;Gorczyca,;523;52.35%;476;Tak
R1;200107;1;KARP Jarosław;36;Wyższe;Krasnoborki,;885;39.85;-1;Druga tura
R1;200107;2;POLKOWSKI Grzegorz;33;Wyższe;Kopytkowo,;580;26.11;-1;Nie
R1;200107;3;SZUMSKI Jan Waldemar;58;Wyższe;Mogilnice,;61;2.75;-1;Nie
R1;200107;4;ŻUKOWSKI Robert;42;Średnie;Sztabin,;695;31.29;-1;Druga tura
R1;200201;1;KOWIESKA Wioletta;43;wyższe;Klepacze,;1751;27.56;-1;Nie
R1;200201;2;TYWOŃCZUK Marek;43;wyższe;Choroszcz,;803;12.64;-1;Nie
R1;200201;3;WARDZIŃSKI Robert;43;wyższe;Choroszcz,;3800;59.80;-1;Tak
R1;200202;1;CHRULSKI Jacek;53;wyższe;CZARNA BIAŁOSTOCKA,;3323;77.14;-1;Tak
R1;200202;2;KULESA Joanna Maria;45;wyższe;Czarna Białostocka,;985;22.86;-1;Nie
R1;200203;1;CYBULSKI Wojciech;36;wyższe, administracja;Leńce,;2632;63.16;-1;Tak
R1;200203;2;LEWKOWSKI Ireneusz;43;średnie;Dobrzyniewo Duże, PiS;1535;36.84;-1;Nie
R1;200204;1;KULESZA Wiesław;55;Wyższe;Gródek,;1452;58.60;-1;Tak
R1;200204;2;PROCHOWICZ Władysław;62;Wyższe;Podzałuki,;1026;41.40;-1;Nie
R1;200205;1;GUZEWICZ Mirosław Adam;49;Wyższe;Białystok,;1278;17.77;-1;Nie
R1;200205;2;MARCINIAK Józef Zdzisław;59;Wyższe;Juchnowiec Górny,;756;10.51;-1;Nie
R1;200205;3;MARCINOWICZ Krzysztof;47;Wyższe;Kleosin,;3362;46.76;-1;Druga tura
R1;200205;4;SKRYPKO Marek;44;Wyższe;Śródlesie,;1794;24.95;-1;Druga tura
R1;200206;1;GOŁASZEWSKI Krzysztof;45;wyższe;Łapy-Łynki,;3024;30.52;-1;Druga tura
R1;200206;2;JABŁOŃSKA Urszula;38;wyższe;Gąsówka Stara,;4239;42.79;-1;Druga tura
R1;200206;3;ŁAPSZO Piotr;27;wyższe;Łapy,;2485;25.08;-1;Nie
R1;200206;4;PERKOWSKI Sylwester;38;średnie;Łapy,;159;1.60;-1;Nie
R1;200207;1;BARSZCZEWSKI Lech;55;średnie;Michałowo,;769;23.57;-1;Nie
R1;200207;2;GREŚ Rafał;36;wyższe;Kazimierowo,;325;9.96;-1;Nie
R1;200207;3;GRYC Leszek;56;średnie;Michałowo,;224;6.87;-1;Nie
R1;200207;4;NAZARKO Marek;49;wyższe;Michałowo,;1909;58.52;-1;Tak
R1;200207;5;WIELICZKO Mariusz;38;wyższe;Michałowo,;35;1.07;-1;Nie
R1;200208;1;ŁAPIŃSKI Ryszard;59;wyższe;Łapy,;778;46.75;-1;Nie
R1;200208;2;ŁAPIŃSKI Witold;67;wyższe;Łapy,;886;53.25;-1;Tak
R1;200209;1;DOBROWOLSKI Radosław;42;wyższe;Supraśl,;3466;48.98;-1;Druga tura
R1;200209;2;SZUTKO Marek;55;wyższe techniczne;Supraśl,;706;9.98;-1;Nie
R1;200209;3;TODORCZUK Katarzyna;44;wyższe;Białystok,;2905;41.05;-1;Druga tura
R1;200210;1;HALICKI Sławomir;56;wyższe;Dobrowoda,;160;15.64;-1;Nie
R1;200210;2;HOLAK Leszek;51;średnie;Suraż,;190;18.57;-1;Nie
R1;200210;3;ŁAPIŃSKI Henryk;55;wyższe;Łapy,;632;61.78;-1;Tak
R1;200210;4;WOJTACH Aniela;39;średnie;Suraż,;41;4.01;-1;Nie
R1;200211;1;JAKUĆ Grzegorz;58;wyższe;Barszczówka,;2149;70.30;-1;Tak
R1;200211;2;KOŁODKO Sławomir;55;wyższe;Baciuty,;908;29.70;-1;Nie
R1;200212;1;CHLEBOWICZ Krzysztof;57;Wyższe;Tykocin,;540;17.74;-1;Nie
R1;200212;2;DUDZIŃSKI Mariusz;43;średnie;Tykocin,;2218;72.86;-1;Tak
R1;200212;3;MAJ Barbara;40;Wyższe;Białystok,;286;9.40;-1;Nie
R1;200213;1;BIELAWSKI Mirosław;54;wyższe;Wasilków,;3005;45.71;-1;Druga tura
R1;200213;2;LESZKO Jarosław;58;wyższe;Wasilków,;666;10.13;-1;Nie
R1;200213;3;ŁUCKIEWICZ Adrian;32;wyższe;Wasilków,;2903;44.16;-1;Druga tura
R1;200214;1;TOMANEK Adam;53;wyższe;Zabłudów,;2591;69.32;-1;Tak
R1;200214;2;ZAWADZKA Magdalena;37;wyższe;Zabłudów, Prawo i Sprawiedliwość;1147;30.68;-1;Nie
R1;200215;1;WĄDOŁOWSKI Jarosław;57;Wyższe;Zawady,;557;43.08;-1;Nie
R1;200215;2;WĄDOŁOWSKI Krzysztof;48;Wyższe;Nowe Chlebiotki, Prawo i Sprawiedliwość;736;56.92;-1;Tak
R1;200301;1;BOROWSKI Jarosław;45;wyższe;Bielsk Podlaski,;5109;47.99;-1;Druga tura
R1;200301;2;GIERASIMIUK-CHOMICKA Agnieszka Agata;39;wyższe;Bielsk Podlaski,;429;4.03;-1;Nie
R1;200301;3;HRYNIEWICKI Tomasz;41;średnie;Bielsk Podlaski,;3310;31.09;-1;Druga tura
R1;200301;4;WASZKIEWICZ Arkadiusz;26;wyższe;Bielsk Podlaski,;530;4.98;-1;Nie
R1;200301;5;ZWOLIŃSKA Bożena Teresa;59;wyższe;Bielsk Podlaski,;1267;11.90;-1;Nie
R1;200302;1;GIŻEWSKI Krzysztof;37;wyższe;Brańsk,;151;7.99;-1;Nie
R1;200302;2;KOCZEWSKI Eugeniusz Tomasz;47;wyższe;Brańsk,;724;38.31;-1;Druga tura
R1;200302;3;OLEKSIEWICZ Lucyna;50;średnie;Brańsk,;354;18.73;-1;Nie
R1;200302;4;PUCHALSKI Krzysztof;33;wyższe;Brańsk,;303;16.03;-1;Nie
R1;200302;5;SOKOŁOWSKI Czesław;65;wyższe;Brańsk,;358;18.94;-1;Druga tura
R1;200303;1;PAWEŁKIEWICZ Przemysław Damian;40;wyższe;Sobótka,;562;18.57;-1;Nie
R1;200303;2;RAJECKA Raisa;58;wyższe;Bielsk Podlaski,;1986;65.61;-1;Tak
R1;200303;3;ROSZCZYC Mirosław;53;wyższe;Piliki,;479;15.82;-1;Nie
