urzad;razem;kobietyP;wiek;PSL;PiS;PO;SLD;PP;NP;teryt;xteryt;name;areaH;popThs;popKm;rankP;type;bb;center
Burmistrz Miasta i Gminy Radoszyce;3;0.00;48.33;1;1;0;0;0;1;260504;3;Radoszyce;14664.0;9002.0;61;975;gmw;50.992090,20.155768 51.135228,20.384847;51.063659,20.2703075
Wójt Gminy Raków;2;50.00;47.50;0;1;0;0;0;1;260416;2;Raków;19062.0;5669.0;30;1557;gw;50.620417,20.843167 50.766456,21.166003;50.6934365,21.004585
Wójt Gminy Strawczyn;5;40.00;51.40;0;0;0;0;0;5;260418;2;Strawczyn;8586.0;10674.0;124;802;gw;50.894345,20.315514 50.990548,20.523458;50.9424465,20.419486
Burmistrz Stąporkowa;2;50.00;38.50;1;0;0;0;0;1;260508;3;Stąporków;23167.0;17185.0;74;426;gmw;51.047094,20.467711 51.246881,20.701990;51.1469875,20.5848505
Wójt Gminy Iwaniska;3;0.00;46.67;0;1;0;0;0;2;260602;2;Iwaniska;10489.0;6745.0;64;1333;gw;50.683584,21.131342 50.763622,21.413259;50.723603,21.2723005
Burmistrz Miasta i Gminy Morawica;3;0.00;51.67;0;0;0;0;0;3;260412;3;Morawica;14038.0;16290.0;116;459;gmw;50.667625,20.503460 50.823159,20.721077;50.745392,20.6122685
Wójt Gminy Ruda Maleniecka;1;0.00;50.00;1;0;0;0;0;0;260505;2;Ruda Maleniecka;11005.0;3113.0;28;2175;gw;51.073352,20.093186 51.209660,20.303962;51.141506,20.198574
Wójt Gminy Fałków;3;33.33;50.33;0;0;0;0;0;3;260501;2;Fałków;13237.0;4519.0;34;1852;gw;51.060008,19.981770 51.202722,20.166244;51.131365,20.074007
Wójt Gminy Masłów;2;50.00;46.50;0;0;0;0;0;2;260409;2;Masłów;8555.0;10819.0;126;787;gw;50.862949,20.603363 50.950080,20.833036;50.9065145,20.7181995
Wójt Gminy Baćkowice;1;0.00;64.00;0;0;0;0;0;1;260601;2;Baćkowice;9613.0;4892.0;51;1758;gw;50.726115,21.132756 50.826422,21.362375;50.7762685,21.2475655
Burmistrz Ożarowa;3;0.00;59.00;0;0;0;0;0;3;260605;3;Ożarów;18329.0;10856.0;59;785;gmw;50.773080,21.577046 50.959049,21.835814;50.8660645,21.70643
Wójt Gminy Piekoszów;6;16.67;46.00;0;1;0;0;0;5;260414;2;Piekoszów;10297.0;16449.0;160;448;gw;50.827043,20.296779 50.921037,20.547588;50.87404,20.4221835
Wójt Gminy Zagnańsk;3;0.00;45.33;0;1;0;0;0;2;260419;2;Zagnańsk;12487.0;13023.0;104;626;gw;50.936828,20.537175 51.062656,20.764098;50.999742,20.6506365
Wójt Gminy Sitkówka-Nowiny;2;0.00;39.00;0;0;0;0;0;2;260417;2;Sitkówka-Nowiny;4561.0;7777.0;171;1145;gw;50.782199,20.430119 50.858071,20.616654;50.820135,20.5233865
Wójt Gminy Łoniów;3;0.00;59.67;1;1;0;0;0;1;260905;2;Łoniów;8685.0;7552.0;87;1187;gw;50.509281,21.410837 50.626039,21.628674;50.56766,21.5197555
Wójt Gminy Klimontów;4;25.00;41.50;0;1;0;0;0;3;260903;2;Klimontów;9978.0;8138.0;82;1091;gw;50.591001,21.349218 50.711555,21.550480;50.651278,21.449849
Wójt Gminy Kije;5;0.00;43.80;1;1;0;0;0;3;260802;2;Kije;10017.0;4431.0;44;1876;gw;50.559089,20.491365 50.670625,20.677268;50.614857,20.5843165
Wójt Gminy Obrazów;3;0.00;40.33;1;0;0;0;0;2;260906;2;Obrazów;7156.0;6447.0;90;1392;gw;50.658918,21.524551 50.734733,21.743127;50.6968255,21.633839
Wójt Gminy Wilczyce;3;0.00;44.67;1;0;0;0;0;2;260908;2;Wilczyce;6956.0;3770.0;54;2043;gw;50.707759,21.551831 50.796189,21.730086;50.751974,21.6409585
Burmistrz  Miasta i Gminy Pińczów;6;0.00;51.33;1;1;0;0;0;4;260804;3;Pińczów;21282.0;20938.0;98;321;gmw;50.388864,20.400203 50.574237,20.684447;50.4815505,20.542325
Wójt Gminy Mirzec;1;0.00;48.00;0;0;0;0;0;1;261103;2;Mirzec;11111.0;8293.0;75;1065;gw;51.076289,20.948918 51.211429,21.164137;51.143859,21.0565275
Wójt Gminy Tarłów;3;0.00;47.00;0;0;0;0;0;3;260607;2;Tarłów;16335.0;5278.0;32;1659;gw;50.924090,21.590465 51.078016,21.825860;51.001053,21.7081625
Prezydent Miasta Ostrowca Świętokrzyskiego;3;0.00;48.33;0;1;0;0;0;2;260701;1;Ostrowiec Świętokrzyski;4643.0;69852.0;1504;55;gm;50.906479,21.336742 50.994022,21.476227;50.9502505,21.4064845
Burmistrz Ćmielowa;4;25.00;51.00;0;0;0;0;0;4;260704;3;Ćmielów;11791.0;7411.0;63;1215;gmw;50.826677,21.452063 50.990403,21.615610;50.90854,21.5338365
Wójt Gminy Brody;5;20.00;57.40;0;0;0;0;0;5;261102;2;Brody;16127.0;10950.0;68;778;gw;50.975160,21.101240 51.088296,21.383105;51.031728,21.2421725
Wójt Gminy Pawłów;1;0.00;47.00;0;0;0;0;0;1;261104;2;Pawłów;13737.0;15272.0;111;500;gw;50.895836,20.970131 51.018474,21.207870;50.957155,21.0890005
Burmistrz Miasta i Gminy Wąchock;2;0.00;50.50;0;1;0;0;0;1;261105;3;Wąchock;8184.0;6860.0;84;1307;gmw;50.993974,20.902973 51.108739,21.103241;51.0513565,21.003107
Wójt Gminy Sadowie;2;50.00;44.50;0;0;0;0;0;2;260606;2;Sadowie;8181.0;4002.0;49;1980;gw;50.799600,21.232708 50.889845,21.473837;50.8447225,21.3532725
Wójt Gminy Oleśnica;4;0.00;56.00;0;1;0;0;0;3;261203;2;Oleśnica;5338.0;3878.0;73;2013;gw;50.425650,20.976747 50.489421,21.148508;50.4575355,21.0626275
Wójt Gminy Łubnice;2;100.00;47.50;0;1;0;0;0;1;261202;2;Łubnice;8414.0;4118.0;49;1949;gw;50.329815,21.086150 50.465275,21.251822;50.397545,21.168986
Prezydent Miasta Skarżyska-Kamiennej;5;0.00;42.20;0;1;0;1;0;3;261001;1;Skarżysko-Kamienna;6439.0;45953.0;714;108;gm;51.067526,20.801191 51.178453,20.949416;51.1229895,20.8753035
Wójt Gminy Łączna;2;0.00;54.50;0;1;0;0;0;1;261003;2;Łączna;6165.0;5096.0;83;1707;gw;50.934586,20.710341 51.053973,20.854923;50.9942795,20.782632
Burmistrz Miasta i Gminy Połaniec;5;0.00;46.40;0;1;0;0;0;4;261205;3;Połaniec;7501.0;11901.0;159;702;gmw;50.379621,21.184421 50.481377,21.386595;50.430499,21.285508
Burmistrz Miasta i Gminy Osiek;3;0.00;50.67;0;1;0;0;0;2;261204;3;Osiek;12930.0;7733.0;60;1154;gmw;50.438890,21.277220 50.592435,21.517814;50.5156625,21.397517
Wójt Gminy Wojciechowice;3;66.67;44.00;0;0;0;0;0;3;260608;2;Wojciechowice;8646.0;4064.0;47;1964;gw;50.765230,21.504811 50.900152,21.668075;50.832691,21.586443
Wójt Gminy Bliżyn;2;0.00;49.00;0;1;0;0;0;1;261002;2;Bliżyn;14120.0;8189.0;58;1084;gw;51.010864,20.600919 51.172750,20.825564;51.091807,20.7132415
Wójt Gminy Skarżysko Kościelne;4;25.00;49.75;0;1;0;0;0;3;261004;2;Skarżysko Kościelne;5324.0;6132.0;115;1461;gw;51.073593,20.878745 51.195337,20.983657;51.134465,20.931201
Prezydent Miasta Starachowice;3;0.00;38.33;0;0;0;1;0;2;261101;1;Starachowice;3182.0;49513.0;1556;93;gm;51.002140,21.020860 51.074515,21.122418;51.0383275,21.071639
Wójt Gminy Michałów;3;0.00;46.67;1;0;0;0;0;2;260803;2;Michałów;11209.0;4634.0;41;1825;gw;50.413833,20.325213 50.548386,20.518772;50.4811095,20.4219925
Burmistrz Miasta i Gminy Suchedniów;2;0.00;47.00;0;1;0;0;0;1;261005;3;Suchedniów;7495.0;10303.0;137;835;gmw;50.996119,20.751407 51.087868,20.920922;51.0419935,20.8361645
Wójt Gminy Bodzechów;1;0.00;58.00;0;0;0;0;0;1;260703;2;Bodzechów;12219.0;13518.0;111;590;gw;50.862258,21.263997 51.032160,21.522967;50.947209,21.393482
Wójt Gminy Waśniów;1;0.00;55.00;0;0;0;0;0;1;260706;2;Waśniów;11162.0;6904.0;62;1300;gw;50.819296,21.127624 50.960385,21.319000;50.8898405,21.223312
Burmistrz Miasta i Gminy  Koprzywnica;4;50.00;48.00;0;1;0;0;0;3;260904;3;Koprzywnica;6933.0;6714.0;97;1340;gmw;50.549345,21.466632 50.639128,21.667067;50.5942365,21.5668495
Wójt Gminy Bogoria;4;0.00;51.75;0;1;0;0;0;3;261201;2;Bogoria;12289.0;7837.0;64;1136;gw;50.599685,21.140501 50.704921,21.417436;50.652303,21.2789685
Burmistrz Miasta i Gminy w Kunowie;2;50.00;54.00;0;0;0;0;0;2;260705;3;Kunów;11356.0;9913.0;87;872;gmw;50.915526,21.196209 51.040454,21.420351;50.97799,21.30828
Wójt Gminy Złota;3;0.00;63.00;0;0;0;1;0;2;260805;2;Złota;8201.0;4461.0;54;1865;gw;50.328727,20.488143 50.449867,20.651518;50.389297,20.5698305
Burmistrz Miasta Sandomierza;6;0.00;57.67;0;1;0;0;0;5;260901;1;Sandomierz;2869.0;23863.0;832;268;gm;50.641590,21.700374 50.717569,21.793821;50.6795795,21.7470975
Wójt Gminy Dwikozy;3;33.33;49.67;1;1;0;0;0;1;260902;2;Dwikozy;8458.0;8859.0;105;991;gw;50.680046,21.705306 50.808559,21.846216;50.7443025,21.775761
Burmistrz Miasta i Gminy Zawichost;4;50.00;47.50;1;1;0;0;0;2;260909;3;Zawichost;8030.0;4503.0;56;1856;gmw;50.767967,21.708982 50.880872,21.869030;50.8244195,21.789006
Wójt Gminy Bałtów;2;0.00;37.50;0;0;0;0;0;2;260702;2;Bałtów;10507.0;3513.0;33;2098;gw;50.976662,21.450605 51.065312,21.687214;51.020987,21.5689095
Burmistrz Miasta i Gminy Działoszyce;3;0.00;54.67;1;0;0;0;0;2;260801;3;Działoszyce;10576.0;5033.0;48;1719;gmw;50.333323,20.260627 50.472418,20.468695;50.4028705,20.364661
Wójt Gminy Samborzec;2;0.00;57.00;1;1;0;0;0;0;260907;2;Samborzec;8524.0;8559.0;100;1031;gw;50.600075,21.513273 50.698642,21.736619;50.6493585,21.624946
Wójt Gminy Rytwiany;3;33.33;47.33;1;0;0;0;0;2;261206;2;Rytwiany;12466.0;6372.0;51;1412;gw;50.458084,21.110495 50.555927,21.369657;50.5070055,21.240076
Wójt Gminy Szydłów;2;0.00;50.50;0;0;0;0;0;2;261208;2;Szydłów;10790.0;4720.0;44;1803;gw;50.536784,20.874064 50.674553,21.095222;50.6056685,20.984643
Wójt Gminy Krasocin;1;0.00;53.00;0;0;0;0;0;1;261302;2;Krasocin;19279.0;10650.0;55;805;gw;50.819519,19.984048 50.990207,20.249664;50.904863,20.116856
Prezydent Miasta Kielce;7;0.00;49.86;1;0;1;1;0;4;266101;1;Kielce (a);10965.0;196804.0;1795;17;mm;50.793298,20.510522 50.915082,20.720364;50.85419,20.615443
Wójt Gminy Kluczewsko;2;0.00;48.50;1;1;0;0;0;0;261301;2;Kluczewsko;13687.0;5224.0;38;1677;gw;50.894748,19.827670 51.048310,20.021231;50.971529,19.9244505
Wójt Gminy Radków;5;0.00;49.80;1;0;0;1;0;3;261304;2;Radków;8810.0;2514.0;29;2243;gw;50.661924,19.847392 50.752649,20.101595;50.7072865,19.9744935
Wójt Gminy Moskorzew;2;0.00;37.50;0;0;0;0;0;2;261303;2;Moskorzew;7289.0;2730.0;37;2220;gw;50.615810,19.828373 50.696268,20.031649;50.656039,19.930011
Wójt Gminy Secemin;1;0.00;64.00;1;0;0;0;0;0;261305;2;Secemin;16260.0;4856.0;30;1767;gw;50.701261,19.704304 50.851518,19.976222;50.7763895,19.840263
Burmistrz Gminy Włoszczowa;2;0.00;41.00;1;1;0;0;0;0;261306;3;Włoszczowa;25461.0;19547.0;77;356;gmw;50.721703,19.747071 50.929841,20.120507;50.825772,19.933789
Burmistrz Kisielic;2;0.00;51.50;0;0;0;0;0;2;280704;3;Kisielice;17286.0;6078.0;35;1474;gmw;53.518523,19.127792 53.675123,19.400463;53.596823,19.2641275
Wójt Gminy Miłki;3;33.33;52.00;1;1;0;0;0;1;280606;2;Miłki;16963.0;3808.0;22;2033;gw;53.858777,21.664596 54.002729,21.984381;53.930753,21.8244885
Burmistrz Miasta i Gminy Ryn;3;0.00;54.67;0;1;0;0;0;2;280608;3;Ryn;20454.0;5740.0;28;1543;gmw;53.854607,21.429664 54.063369,21.719957;53.958988,21.5748105
Wójt Gminy Jonkowo;4;25.00;47.25;0;0;0;0;0;4;281407;2;Jonkowo;16869.0;7341.0;44;1223;gw;53.760291,20.122161 53.889881,20.410772;53.825086,20.2664665
Wójt Gminy Gietrzwałd;2;0.00;59.50;0;0;0;0;0;2;281405;2;Gietrzwałd;17233.0;6638.0;39;1354;gw;53.654888,20.110319 53.793661,20.413900;53.7242745,20.2621095
Burmistrz Ornety;4;50.00;51.25;1;1;0;0;0;2;280905;3;Orneta;24423.0;12178.0;50;677;gmw;54.052197,19.943682 54.202310,20.332704;54.1272535,20.138193
Wójt Gminy Lubomino;2;0.00;59.00;0;0;0;0;0;2;280904;2;Lubomino;14921.0;3626.0;24;2080;gw;53.982913,20.116641 54.137419,20.375709;54.060166,20.246175
Wójt Gminy Biskupiec;3;0.00;42.00;0;1;0;0;0;2;281202;2;Biskupiec;24061.0;9419.0;39;920;gw;53.385056,19.189290 53.569373,19.497429;53.4772145,19.3433595
Burmistrz Nowego Miasta Lubawskiego;3;0.00;56.67;0;1;0;0;0;2;281201;1;Nowe Miasto Lubawskie;1137.0;10997.0;967;775;gm;53.406307,19.549115 53.444255,19.618646;53.425281,19.5838805
Burmistrz Jezioran;3;0.00;50.67;0;1;0;0;0;2;281406;3;Jeziorany;21149.0;7839.0;37;1135;gmw;53.906557,20.545958 54.073997,20.906433;53.990277,20.7261955
Burmistrz Olsztynka;5;20.00;59.60;0;1;0;0;0;4;281409;3;Olsztynek;37151.0;13884.0;37;567;gmw;53.453730,20.111772 53.694107,20.604706;53.5739185,20.358239
Wójt Gminy Wieliczki;2;50.00;55.00;0;0;0;0;0;2;281306;2;Wieliczki;14080.0;3401.0;24;2118;gw;53.888789,22.489724 54.052792,22.723744;53.9707905,22.606734
Wójt Gminy Kowale Oleckie;1;0.00;51.00;0;0;0;0;0;1;281303;2;Kowale Oleckie;25113.0;5102.0;20;1704;gw;54.078446,22.110155 54.215062,22.561866;54.146754,22.3360105
Burmistrz Olecka;5;0.00;42.80;0;0;0;0;0;5;281304;3;Olecko;26674.0;22130.0;83;300;gmw;53.887526,22.323923 54.150651,22.636100;54.0190885,22.4800115
Wójt Gminy Janowo;4;25.00;50.75;0;1;0;0;0;3;281102;2;Janowo;19166.0;2705.0;14;2222;gw;53.251512,20.528638 53.434036,20.817039;53.342774,20.6728385
Burmistrz Miasta Mrągowo;5;20.00;51.20;0;1;0;0;0;4;281001;1;Mrągowo;1481.0;21889.0;1478;304;gm;53.841987,21.263887 53.894876,21.333898;53.8684315,21.2988925
Wójt Gminy Sorkwity;2;0.00;56.00;0;1;0;0;0;1;281005;2;Sorkwity;18465.0;4568.0;25;1838;gw;53.715552,21.051370 53.959536,21.242403;53.837544,21.1468865
Wójt Gminy Grodziczno;4;25.00;43.50;0;1;0;0;0;3;281203;2;Grodziczno;15437.0;6366.0;41;1415;gw;53.302471,19.658276 53.467023,19.904018;53.384747,19.781147
Wójt Gminy Nowe Miasto Lubawskie;1;0.00;42.00;0;0;0;0;0;1;281205;2;Nowe Miasto Lubawskie;13847.0;8177.0;59;1087;gw;53.378318,19.444568 53.544615,19.729253;53.4614665,19.5869105
Burmistrz Dobrego Miasta;6;16.67;56.50;0;1;0;0;0;5;281403;3;Dobre Miasto;25869.0;15978.0;62;472;gmw;53.890639,20.276245 54.103764,20.581407;53.9972015,20.428826
Burmistrz Nidzicy;3;0.00;41.00;0;1;0;0;0;2;281104;3;Nidzica;37879.0;21180.0;56;318;gmw;53.287331,20.294799 53.530698,20.690461;53.4090145,20.49263
Wójt Gminy Kozłowo;2;0.00;48.50;0;0;0;0;1;1;281103;2;Kozłowo;25427.0;6138.0;24;1459;gw;53.215830,20.180119 53.475480,20.435696;53.345655,20.3079075
Burmistrz Biskupca;5;40.00;49.60;1;1;0;0;0;3;281402;3;Biskupiec;29041.0;19036.0;66;369;gmw;53.751124,20.812550 53.968277,21.122931;53.8597005,20.9677405
Wójt Gminy Kolno;2;0.00;45.50;0;0;0;0;0;2;281408;2;Kolno;17859.0;3238.0;18;2147;gw;53.920867,20.816155 54.058965,21.127727;53.989916,20.971941
Wójt Gminy Mrągowo;2;0.00;47.00;0;0;0;0;0;2;281003;2;Mrągowo;29514.0;7957.0;27;1121;gw;53.764102,21.178266 53.995792,21.490334;53.879947,21.3343
Burmistrz Miasta Mikołajki;2;0.00;47.50;0;0;0;0;0;2;281002;3;Mikołajki;25630.0;8267.0;32;1071;gmw;53.722339,21.404677 53.895222,21.743789;53.8087805,21.574233
Wójt Gminy Kiwity;2;0.00;52.00;1;0;0;0;0;1;280902;2;Kiwity;14509.0;3337.0;23;2133;gw;54.009792,20.625770 54.213886,20.817053;54.111839,20.7214115
Wójt Gminy Piecki;3;66.67;47.67;0;1;0;0;0;2;281004;2;Piecki;31448.0;7700.0;24;1162;gw;53.625476,21.161178 53.814359,21.522328;53.7199175,21.341753
Wójt Gminy Świętajno;3;33.33;45.67;0;0;0;0;0;3;281305;2;Świętajno;21493.0;3967.0;18;1988;gw;53.928806,22.149802 54.116585,22.446101;54.0226955,22.2979515
Burmistrz  Barczewa;3;0.00;49.33;0;0;1;0;0;2;281401;3;Barczewo;32001.0;17920.0;56;400;gmw;53.750125,20.525815 53.939659,20.898522;53.844892,20.7121685
Wójt Gminy Dywity;4;50.00;52.50;0;0;0;0;0;4;281404;2;Dywity;16116.0;11533.0;72;735;gw;53.806539,20.329223 53.944758,20.624122;53.8756485,20.4766725
Wójt Gminy Janowiec Kościelny;4;50.00;46.25;0;1;0;0;0;3;281101;2;Janowiec Kościelny;13592.0;3216.0;24;2154;gw;53.214165,20.382791 53.348635,20.631884;53.2814,20.5073375
Wójt Gminy Kurzętnik;3;0.00;46.33;1;1;0;0;0;1;281204;2;Kurzętnik;14911.0;9145.0;61;953;gw;53.330453,19.380423 53.462386,19.674728;53.3964195,19.5275755
Wójt Gminy Rozogi;3;0.00;50.33;0;1;0;0;0;2;281705;2;Rozogi;22441.0;5628.0;25;1568;gw;53.394819,21.134484 53.553840,21.551690;53.4743295,21.343087
Burmistrz Bisztynka;3;33.33;44.33;0;1;0;0;0;2;280104;3;Bisztynek;20288.0;6441.0;32;1394;gmw;54.022853,20.780646 54.168752,21.110771;54.0958025,20.9457085
Burmistrz Orzysza;2;0.00;57.50;1;1;0;0;0;0;281602;3;Orzysz;36257.0;9071.0;25;963;gmw;53.712115,21.687493 53.902604,22.193523;53.8073595,21.940508
Wójt Gminy Grunwald;3;0.00;51.33;0;1;0;0;0;2;281503;2;Grunwald;17994.0;5705.0;32;1546;gw;53.441727,19.989702 53.619762,20.272394;53.5307445,20.131048
Wójt Gminy Budry;2;0.00;49.50;0;1;0;0;0;1;281901;2;Budry;17497.0;2875.0;16;2202;gw;54.202314,21.693949 54.333711,21.987784;54.2680125,21.8408665
Burmistrz Węgorzewa;2;0.00;49.50;0;0;0;0;0;2;281903;3;Węgorzewo;34147.0;16878.0;49;436;gmw;54.080842,21.531085 54.329703,21.878849;54.2052725,21.704967
Wójt Gminy Łukta;2;0.00;43.50;0;0;0;0;0;2;281504;2;Łukta;18646.0;4521.0;24;1851;gw;53.712602,19.927054 53.891403,20.182606;53.8020025,20.05483
Burmistrz Miasta i Gminy Miłomłyn;2;0.00;70.00;0;0;0;0;0;2;281507;3;Miłomłyn;16060.0;4998.0;31;1731;gmw;53.674561,19.700191 53.847562,19.936040;53.7610615,19.8181155
Wójt Gminy Dąbrówno;3;0.00;48.00;0;0;0;0;0;3;281502;2;Dąbrówno;16574.0;4362.0;26;1893;gw;53.378487,19.895941 53.540568,20.230097;53.4595275,20.063019
Burmistrz Miasta Ostróda;4;25.00;52.00;0;1;1;0;0;2;281501;1;Ostróda;1415.0;33243.0;2349;163;gm;53.680947,19.905825 53.724614,20.000154;53.7027805,19.9529895
Burmistrz Miasta Pasym;2;0.00;58.00;0;0;0;0;0;2;281704;3;Pasym;14920.0;5387.0;36;1633;gmw;53.572517,20.688004 53.719045,20.921999;53.645781,20.8050015
Wójt Gminy Świętajno;3;33.33;54.33;0;1;0;0;0;2;281707;2;Świętajno;27955.0;5900.0;21;1512;gw;53.474424,21.110166 53.704235,21.443641;53.5893295,21.2769035
Wójt Gminy Szczytno;2;50.00;59.50;0;1;0;0;0;1;281706;2;Szczytno (a);34624.0;12887.0;37;633;gw;53.430530,20.858072 53.664248,21.209436;53.547389,21.033754
Wójt Gminy Wielbark;3;33.33;55.00;0;0;0;0;0;3;281708;2;Wielbark;34795.0;6552.0;19;1370;gw;53.292661,20.748922 53.480453,21.181223;53.386557,20.9650725
Wójt Gminy Małdyty;3;33.33;50.67;0;0;0;0;0;3;281505;2;Małdyty;18886.0;6304.0;33;1424;gw;53.810566,19.555915 53.972368,19.877903;53.891467,19.716909
Wójt Gminy Stawiguda;2;50.00;45.00;0;0;0;0;0;2;281411;2;Stawiguda;22287.0;9005.0;40;974;gw;53.552078,20.308370 53.757213,20.558929;53.6546455,20.4336495
Wójt Gminy Purda;3;33.33;42.00;0;0;0;0;0;3;281410;2;Purda;31812.0;8658.0;27;1018;gw;53.543794,20.484457 53.785672,20.863800;53.664733,20.6741285
Burmistrz Miasta i Gminy Ruciane-Nida;2;0.00;46.00;0;0;0;0;0;2;281604;3;Ruciane-Nida;35798.0;8200.0;23;1082;gmw;53.525627,21.408824 53.765317,21.747223;53.645472,21.5780235
Prezydent Miasta Elbląg;4;0.00;56.00;0;1;1;0;0;2;286101;1;Elbląg (b);7982.0;120895.0;1515;31;mm;54.134417,19.359052 54.263204,19.509770;54.1988105,19.434411
Prezydent Olsztyna;8;25.00;48.38;0;1;1;1;0;5;286201;1;Olsztyn;8833.0;173070.0;1959;21;mm;53.724125,20.366490 53.828985,20.566645;53.776555,20.4665675
Wójt Gminy Świątki;3;66.67;45.00;0;0;0;0;0;3;281412;2;Świątki;16415.0;4150.0;25;1943;gw;53.862632,20.106628 54.006611,20.357584;53.9346215,20.232106
Burmistrz Białej Piskiej;3;33.33;44.67;0;1;0;0;0;2;281601;3;Biała Piska;42033.0;11827.0;28;711;gmw;53.495697,21.906033 53.758429,22.305639;53.627063,22.105836
Burmistrz Pisza;3;0.00;50.33;0;1;0;0;0;2;281603;3;Pisz;63370.0;27835.0;44;205;gmw;53.458916,21.449513 53.810264,21.977125;53.63459,21.713319
Burmistrz Miłakowa;3;0.00;59.33;0;1;0;0;0;2;281506;3;Miłakowo;15840.0;5564.0;35;1587;gmw;53.902163,19.977308 54.078973,20.207624;53.990568,20.092466
Wójt Gminy Dubeninki;3;33.33;52.00;0;0;0;0;0;3;281802;2;Dubeninki;20529.0;3016.0;15;2183;gw;54.235739,22.432810 54.363324,22.806145;54.2995315,22.6194775
Wójt Gminy Banie Mazurskie;3;0.00;40.00;0;0;0;0;0;3;281801;2;Banie Mazurskie;20496.0;3756.0;18;2047;gw;54.170297,21.938005 54.337414,22.160929;54.2538555,22.049467
Wójt Gminy Ostróda;3;0.00;53.33;0;0;0;0;0;3;281509;2;Ostróda;40089.0;16031.0;40;469;gw;53.507924,19.738182 53.769870,20.149159;53.638897,19.9436705
Wójt Gminy Dźwierzuty;3;66.67;47.00;1;1;0;0;0;1;281702;2;Dźwierzuty;26334.0;6630.0;25;1355;gw;53.621702,20.830876 53.791240,21.179847;53.706471,21.0053615
Wójt Gminy Jedwabno;2;0.00;41.50;0;0;0;0;0;2;281703;2;Jedwabno;31190.0;3669.0;12;2069;gw;53.414020,20.589414 53.620228,20.917051;53.517124,20.7532325
Burmistrz Miasta Szczytno;5;40.00;49.60;0;1;0;0;0;4;281701;1;Szczytno;1062.0;23500.0;2213;275;gm;53.546688,20.959860 53.580585,21.035926;53.5636365,20.997893
Burmistrz Gołdapi;5;20.00;48.00;0;1;0;0;0;4;281803;3;Gołdap;36204.0;20290.0;56;333;gmw;54.157596,22.120329 54.349493,22.531410;54.2535445,22.3258695
Wójt Gminy Pozezdrze;2;0.00;48.50;0;1;0;0;0;1;281902;2;Pozezdrze;17678.0;3315.0;19;2137;gw;54.087146,21.696380 54.220228,22.026140;54.153687,21.86126
Burmistrz Pieniężna;2;0.00;54.00;0;0;0;0;0;2;280205;3;Pieniężno;24294.0;6323.0;26;1420;gmw;54.162470,19.998384 54.343026,20.393591;54.252748,20.1959875
Wójt Gminy Płoskinia;1;0.00;49.00;0;0;0;0;0;1;280206;2;Płoskinia;16993.0;2533.0;15;2241;gw;54.175787,19.747690 54.323419,20.053422;54.249603,19.900556
Wójt Gminy Rybno;6;0.00;48.50;0;0;0;0;0;6;280306;2;Rybno;14841.0;7238.0;49;1245;gw;53.297321,19.829481 53.438533,20.068776;53.367927,19.9491285
Burmistrz Lidzbarka;3;0.00;39.67;0;1;0;0;0;2;280304;3;Lidzbark;25488.0;14299.0;56;550;gmw;53.140993,19.682215 53.354320,19.997983;53.2476565,19.840099
Wójt Gminy Płośnica;2;0.00;57.50;0;1;0;0;0;1;280305;2;Płośnica;16323.0;5693.0;35;1551;gw;53.143915,19.905658 53.330373,20.123587;53.237144,20.0146225
Burmistrz Miasta i Gminy Frombork;4;50.00;38.75;0;1;0;0;0;3;280203;3;Frombork;12410.0;3646.0;29;2078;gmw;54.259314,19.619138 54.453267,19.783724;54.3562905,19.701431
Burmistrz Miasta Górowo Iławeckie;3;0.00;51.00;0;0;0;0;0;3;280102;1;Górowo Iławeckie;332.0;4021.0;1211;1974;gm;54.275032,20.472511 54.301984,20.504099;54.288508,20.488305
Burmistrz Miasta Bartoszyce;4;50.00;46.75;0;1;1;0;0;2;280101;1;Bartoszyce;1179.0;23810.0;2020;270;gm;54.234776,20.768664 54.276841,20.852106;54.2558085,20.810385
Wójt Gminy Bartoszyce;6;16.67;53.17;1;1;1;0;0;3;280103;2;Bartoszyce (c);42721.0;10884.0;25;784;gw;54.114818,20.570589 54.371487,21.030163;54.2431525,20.800376
Burmistrz Sępopola;2;50.00;51.00;0;1;1;0;0;0;280106;3;Sępopol;24638.0;6301.0;26;1426;gmw;54.170786,20.855215 54.358334,21.220547;54.26456,21.037881
Wójt Gminy Lelkowo;2;0.00;42.00;0;0;0;0;0;2;280204;2;Lelkowo;19816.0;2928.0;15;2196;gw;54.256517,20.050342 54.418610,20.335359;54.3375635,20.1928505
Wójt Gminy Górowo Iławeckie;2;50.00;60.00;0;1;0;0;0;1;280105;2;Górowo Iławeckie;41591.0;6978.0;17;1283;gw;54.185901,20.261737 54.402202,20.686362;54.2940515,20.4740495
Burmistrz Miasta Działdowo;2;0.00;46.50;0;0;1;0;0;1;280301;1;Działdowo;1147.0;21370.0;1863;314;gm;53.215632,20.146292 53.264696,20.215343;53.240164,20.1808175
Wójt Gminy Działdowo;5;20.00;42.80;0;1;0;0;0;4;280302;2;Działdowo;27217.0;9899.0;36;874;gw;53.142005,20.017753 53.435602,20.286081;53.2888035,20.151917
Wójt Gminy Wilczęta;3;33.33;49.67;0;0;0;0;0;3;280207;2;Wilczęta;14785.0;3027.0;20;2182;gw;54.102360,19.720222 54.251248,19.979061;54.176804,19.8496415
